#
# Linsky & Wood 1996 Alpha Centauri B
# Hubble Space Telescope HRS UV spectra
# Extracted from the HST Archive (MAST), dataset z2mp010dt
#
# lam - wavelength in Angstroms, range: ~1212.3 to 1218.8A
# flam - flux in relative F-lambda (erg/s/cm^2/A)
#
lam               flam
1.21413184E+03     8.55337922E-03
1.21413513E+03     5.06053818E-03
1.21413843E+03     6.80316705E-03
1.21414160E+03     7.38592166E-03
1.21414490E+03     4.47312882E-03
1.21414819E+03     2.13965331E-03
1.21415137E+03     8.54722969E-03
1.21415466E+03     6.79548131E-03
1.21415796E+03     1.26190512E-02
1.21416113E+03     7.38195004E-03
1.21416443E+03     7.95527361E-03
1.21416772E+03     5.03790891E-03
1.21417090E+03     7.95840751E-03
1.21417419E+03     3.88024049E-03
1.21417749E+03     7.35685835E-03
1.21418066E+03     4.45498945E-03
1.21418396E+03     8.51927046E-03
1.21418726E+03     3.87340318E-03
1.21419043E+03     7.93815684E-03
1.21419373E+03     5.60345268E-03
1.21419690E+03     4.45619738E-03
1.21420020E+03     3.87411984E-03
1.21420349E+03     1.54664449E-03
1.21420667E+03     9.68083832E-03
1.21420996E+03     2.13033217E-03
1.21421326E+03     8.51387437E-03
1.21421643E+03     7.93003011E-03
1.21421973E+03     1.02459835E-02
1.21422302E+03     3.28259496E-03
1.21422620E+03     1.02422656E-02
1.21422949E+03     1.08301491E-02
1.21423279E+03     7.92391505E-03
1.21423596E+03     3.85664846E-03
1.21423926E+03     7.91246817E-03
1.21424255E+03     6.76414184E-03
1.21424573E+03     1.02348607E-02
1.21424902E+03     8.48759897E-03
1.21425220E+03     7.32408790E-03
1.21425549E+03     6.74842671E-03
1.21425879E+03     1.31253628E-02
1.21426196E+03     2.11936329E-03
1.21426526E+03     5.59410313E-03
1.21426855E+03     5.01894811E-03
1.21427173E+03     6.17279252E-03
1.21427502E+03    -1.97041561E-04
1.21427832E+03     1.19747985E-02
1.21428149E+03     7.33961724E-03
1.21428479E+03     9.65332519E-03
1.21428796E+03     9.65967122E-03
1.21429126E+03     1.54447928E-02
1.21429456E+03     1.65926237E-02
1.21429773E+03     7.33074127E-03
1.21430103E+03     6.76283659E-03
1.21430432E+03     1.25479875E-02
1.21430750E+03     1.25338752E-02
1.21431079E+03     9.06144734E-03
1.21431409E+03     1.54221542E-02
1.21431726E+03     6.16231374E-03
1.21432056E+03     5.01198974E-03
1.21432373E+03     2.70137354E-03
1.21432703E+03     2.70437310E-03
1.21433032E+03     1.02143316E-02
1.21433350E+03     3.27254785E-03
1.21433679E+03     6.73951115E-03
1.21434009E+03     8.48434959E-03
1.21434326E+03     4.43078391E-03
1.21434656E+03     9.62986890E-03
1.21434973E+03     9.63257067E-03
1.21435303E+03     1.19232098E-02
1.21435632E+03     1.36547815E-02
1.21435950E+03     8.47073272E-03
1.21436279E+03     7.89423473E-03
1.21436609E+03     1.13453204E-02
1.21436926E+03     6.72987616E-03
1.21437256E+03     9.61478334E-03
1.21437573E+03     1.07643241E-02
1.21437903E+03     1.36460261E-02
1.21438232E+03     7.29879690E-03
1.21438550E+03     1.48133775E-02
1.21438879E+03     1.71111673E-02
1.21439209E+03     1.42148854E-02
1.21439526E+03     9.02996864E-03
1.21439856E+03     1.24811046E-02
1.21440173E+03     8.45423993E-03
1.21440503E+03     1.53761134E-02
1.21440833E+03     1.30662313E-02
1.21441150E+03     9.60874185E-03
1.21441479E+03     1.19042723E-02
1.21441809E+03     8.45904928E-03
1.21442126E+03     1.36443302E-02
1.21442456E+03     1.76710151E-02
1.21442773E+03     1.19094038E-02
1.21443103E+03     8.44957959E-03
1.21443433E+03     1.65165868E-02
1.21443750E+03     1.47766015E-02
1.21444080E+03     1.65040214E-02
1.21444409E+03     1.70889050E-02
1.21444727E+03     1.24810319E-02
1.21445056E+03     1.88023541E-02
1.21445374E+03     1.70696471E-02
1.21445703E+03     1.13175195E-02
1.21446033E+03     1.30522288E-02
1.21446350E+03     1.93741079E-02
1.21446680E+03     1.93629880E-02
1.21446997E+03     9.01411846E-03
1.21447327E+03     7.28584221E-03
1.21447656E+03     1.30476709E-02
1.21447974E+03     1.82230491E-02
1.21448303E+03     1.47612449E-02
1.21448621E+03     2.10776962E-02
1.21448950E+03     2.10741926E-02
1.21449280E+03     1.93470921E-02
1.21449597E+03     1.81889255E-02
1.21449927E+03     1.24363080E-02
