lambda       flux        ferr     
4356.00      8.23295    0.0969813 
4357.00      8.05836    0.0968697 
4358.00      8.18663    0.0970149 
4359.00      8.32666    0.0969297 
4360.00      8.11937    0.0969063 
4361.00      7.84677    0.0970064 
4362.00      8.05186    0.0967851 
4363.00      8.13274    0.0969911 
4364.00      7.83615    0.0966974 
4365.00      7.92039    0.0968026 
4366.00      8.15380    0.0966421 
4367.00      7.70866    0.0968397 
4368.00      7.70092    0.0966742 
4369.00      7.88185    0.0964731 
4370.00      7.83281    0.0965629 
4371.00      7.64816    0.0964278 
4372.00      7.66213    0.0963877 
4373.00      7.85424    0.0962297 
4374.00      7.64411    0.0961116 
4375.00      7.66206    0.0959910 
4376.00      7.91260    0.0957689 
4377.00      7.77482    0.0958024 
4378.00      7.48571    0.0957235 
4379.00      8.09127    0.0955115 
4380.00      8.36647    0.0954036 
4381.00      7.94640    0.0956296 
4382.00      7.90829    0.0954304 
4383.00      8.06556    0.0953593 
4384.00      7.96017    0.0952220 
4385.00      7.90501    0.0951412 
4386.00      7.86708    0.0951241 
4387.00      7.88320    0.0950427 
4388.00      7.87165    0.0950023 
4389.00      8.16447    0.0948582 
4390.00      8.02054    0.0949128 
4391.00      7.95885    0.0947657 
4392.00      7.88821    0.0946132 
4393.00      7.77974    0.0947259 
4394.00      7.85093    0.0943876 
4395.00      7.89172    0.0944874 
4396.00      7.75299    0.0942396 
4397.00      7.74267    0.0942066 
4398.00      7.67827    0.0942172 
4399.00      7.85549    0.0941433 
4400.00      8.05770    0.0940712 
4401.00      8.07807    0.0941238 
4402.00      7.95490    0.0940490 
4403.00      7.84677    0.0940965 
4404.00      7.98587    0.0939472 
4405.00      7.99854    0.0939445 
4406.00      7.83716    0.0938962 
4407.00      7.73248    0.0939501 
4408.00      7.95966    0.0936848 
4409.00      7.78553    0.0937010 
4410.00      7.41930    0.0938497 
4411.00      7.56903    0.0937483 
4412.00      7.85792    0.0937433 
4413.00      7.74265    0.0935822 
4414.00      7.66454    0.0937465 
4415.00      7.73936    0.0935128 
4416.00      7.53661    0.0937244 
4417.00      7.56910    0.0935626 
4418.00      7.72869    0.0935214 
4419.00      7.68794    0.0934700 
4420.00      7.52285    0.0935379 
4421.00      7.71074    0.0934284 
4422.00      7.86976    0.0934961 
4423.00      7.82215    0.0933621 
4424.00      7.52006    0.0934253 
4425.00      7.54961    0.0933221 
4426.00      7.78160    0.0933820 
4427.00      7.88655    0.0932490 
4428.00      7.67640    0.0933230 
4429.00      7.65063    0.0932790 
4430.00      7.64014    0.0934238 
4431.00      7.78320    0.0932269 
4432.00      7.76431    0.0932185 
4433.00      7.55973    0.0932669 
4434.00      7.56901    0.0932433 
4435.00      7.62252    0.0932722 
4436.00      7.66099    0.0931962 
4437.00      7.65868    0.0932178 
4438.00      7.60558    0.0931716 
4439.00      7.69786    0.0932187 
4440.00      7.71009    0.0932589 
4441.00      7.97444    0.0931454 
4442.00      7.96057    0.0932967 
4443.00      7.94937    0.0929460 
4444.00      7.56589    0.0932114 
4445.00      7.69101    0.0928604 
4446.00      7.74710    0.0929855 
4447.00      7.67769    0.0929515 
4448.00      7.65595    0.0930014 
4449.00      7.86900    0.0926916 
4450.00      7.76495    0.0930349 
4451.00      7.87295    0.0927337 
4452.00      7.89618    0.0927608 
4453.00      7.59906    0.0929303 
4454.00      7.59284    0.0926910 
4455.00      7.82757    0.0928592 
4456.00      7.99726    0.0927067 
4457.00      7.91563    0.0928067 
4458.00      8.01979    0.0926458 
4459.00      7.85724    0.0927714 
4460.00      7.68524    0.0927406 
4461.00      7.67506    0.0926512 
4462.00      7.76642    0.0926905 
4463.00      7.78319    0.0925324 
4464.00      7.66645    0.0927213 
4465.00      7.71360    0.0926496 
4466.00      7.71678    0.0925676 
4467.00      7.64569    0.0927178 
4468.00      7.91020    0.0927686 
4469.00      8.72646    0.0926874 
4470.00      9.73910    0.0927992 
4471.00      11.0554    0.0927789 
4472.00      11.8773    0.0926605 
4473.00      11.9166    0.0926656 
4474.00      10.9082    0.0926925 
4475.00      9.34266    0.0926196 
4476.00      8.26292    0.0926564 
4477.00      8.07101    0.0923559 
4478.00      7.97428    0.0925055 
4479.00      7.89418    0.0923870 
4480.00      7.76077    0.0924290 
4481.00      7.68890    0.0923258 
4482.00      7.71067    0.0923771 
4483.00      7.69120    0.0923050 
4484.00      7.73777    0.0922619 
4485.00      7.89309    0.0921743 
4486.00      7.69044    0.0922432 
4487.00      7.64686    0.0923096 
4488.00      7.82803    0.0920805 
4489.00      7.52332    0.0921888 
4490.00      7.39883    0.0921715 
4491.00      7.61730    0.0921370 
4492.00      7.70760    0.0919469 
4493.00      7.55914    0.0920973 
4494.00      7.64547    0.0920356 
4495.00      7.90934    0.0918189 
4496.00      7.68446    0.0918592 
4497.00      7.44022    0.0919957 
4498.00      7.49055    0.0916665 
4499.00      7.38340    0.0917714 
4500.00      7.57114    0.0916207 
4501.00      7.46100    0.0916763 
4502.00      7.60851    0.0914873 
4503.00      7.62143    0.0914690 
4504.00      7.52521    0.0914286 
4505.00      7.45074    0.0913132 
4506.00      7.36628    0.0912450 
4507.00      7.31151    0.0912620 
4508.00      7.49737    0.0910585 
4509.00      7.55459    0.0911389 
4510.00      7.31160    0.0910069 
4511.00      7.44366    0.0910335 
4512.00      7.61443    0.0909253 
4513.00      7.68349    0.0909315 
4514.00      7.80349    0.0907927 
4515.00      7.69032    0.0908038 
4516.00      7.58073    0.0908258 
4517.00      7.67709    0.0906037 
4518.00      7.62218    0.0906868 
4519.00      7.73514    0.0905554 
4520.00      7.74451    0.0905085 
4521.00      7.52599    0.0905752 
4522.00      7.56368    0.0904361 
4523.00      7.66867    0.0904452 
4524.00      7.69546    0.0904150 
4525.00      7.80093    0.0903404 
4526.00      7.87595    0.0902913 
4527.00      7.74115    0.0904401 
4528.00      7.69795    0.0901444 
4529.00      7.95868    0.0903452 
4530.00      7.98583    0.0901637 
4531.00      7.64074    0.0901483 
4532.00      7.63550    0.0901600 
4533.00      7.69614    0.0901086 
4534.00      7.53680    0.0899920 
4535.00      7.54386    0.0899178 
4536.00      7.48840    0.0898576 
4537.00      7.33006    0.0897437 
4538.00      7.25107    0.0896773 
4539.00      7.25030    0.0896760 
4540.00      7.34026    0.0895011 
4541.00      7.24081    0.0895500 
4542.00      7.34978    0.0894582 
4543.00      7.54681    0.0892420 
4544.00      7.36693    0.0896176 
4545.00      7.54324    0.0891447 
4546.00      7.53313    0.0892482 
4547.00      7.46955    0.0892623 
4548.00      7.37802    0.0893325 
4549.00      7.53485    0.0892488 
4550.00      7.65933    0.0892801 
4551.00      7.51745    0.0892889 
4552.00      7.36329    0.0892985 
4553.00      7.20367    0.0893533 
4554.00      7.17724    0.0893589 
4555.00      7.22946    0.0893499 
4556.00      7.32049    0.0894234 
4557.00      7.54126    0.0894498 
4558.00      7.66366    0.0895326 
4559.00      7.74053    0.0895962 
4560.00      7.83123    0.0895355 
4561.00      7.76178    0.0897615 
4562.00      7.84940    0.0897926 
4563.00      7.88561    0.0897833 
4564.00      7.65969    0.0899093 
4565.00      7.63352    0.0899875 
4566.00      7.52668    0.0899823 
4567.00      7.22687    0.0900790 
4568.00      7.08940    0.0902603 
4569.00      7.26213    0.0901920 
4570.00      7.35549    0.0903222 
4571.00      7.43301    0.0903392 
4572.00      7.43786    0.0904209 
4573.00      7.54402    0.0905539 
4574.00      7.60398    0.0905238 
4575.00      7.38774    0.0906801 
4576.00      7.27564    0.0907125 
4577.00      7.35728    0.0907733 
4578.00      7.09996    0.0908437 
4579.00      6.99841    0.0909737 
4580.00      7.33511    0.0909863 
4581.00      7.30309    0.0911218 
4582.00      7.20245    0.0911985 
4583.00      7.32519    0.0913753 
4584.00      7.36547    0.0912710 
4585.00      7.19577    0.0914671 
4586.00      7.11965    0.0915025 
4587.00      7.14314    0.0915752 
4588.00      7.29256    0.0915872 
4589.00      7.50827    0.0916683 
4590.00      7.41294    0.0917942 
4591.00      7.13907    0.0917828 
4592.00      6.86654    0.0921001 
4593.00      7.20279    0.0919643 
4594.00      7.46713    0.0920403 
4595.00      7.21124    0.0921393 
4596.00      7.29409    0.0923843 
4597.00      7.52345    0.0922940 
4598.00      7.36651    0.0924702 
4599.00      7.35492    0.0925133 
4600.00      7.49785    0.0926944 
4601.00      7.48574    0.0925940 
4602.00      7.29924    0.0928895 
4603.00      7.32430    0.0928007 
4604.00      7.38853    0.0928840 
4605.00      7.28641    0.0930797 
4606.00      7.36644    0.0930830 
4607.00      7.70188    0.0931917 
4608.00      7.65839    0.0932418 
4609.00      7.47667    0.0932829 
4610.00      7.28928    0.0933998 
4611.00      7.37645    0.0934410 
4612.00      7.37516    0.0934916 
4613.00      7.36222    0.0934250 
4614.00      7.20559    0.0936638 
4615.00      7.35499    0.0935757 
4616.00      7.33221    0.0936834 
4617.00      7.53647    0.0936638 
4618.00      7.51045    0.0937432 
4619.00      7.37626    0.0937335 
4620.00      7.42156    0.0937684 
4621.00      7.38717    0.0937541 
4622.00      7.66706    0.0937071 
4623.00      7.81806    0.0937472 
4624.00      7.60790    0.0936811 
4625.00      7.35828    0.0937243 
4626.00      7.60108    0.0937114 
4627.00      7.86253    0.0935068 
4628.00      7.69343    0.0936929 
4629.00      7.80877    0.0935006 
4630.00      7.82629    0.0934537 
4631.00      7.80203    0.0935021 
4632.00      8.08955    0.0934257 
4633.00      8.19809    0.0934268 
4634.00      8.28880    0.0932094 
4635.00      8.14066    0.0933027 
4636.00      8.19892    0.0933420 
4637.00      8.41654    0.0930310 
4638.00      8.41053    0.0932416 
4639.00      8.48082    0.0930098 
4640.00      8.54435    0.0929856 
4641.00      8.71110    0.0929574 
4642.00      8.70617    0.0929966 
4643.00      8.83482    0.0928593 
4644.00      8.81625    0.0929209 
4645.00      8.51610    0.0926345 
4646.00      8.14087    0.0927824 
4647.00      8.14615    0.0925761 
4648.00      8.10667    0.0924921 
4649.00      7.70369    0.0924227 
4650.00      7.58513    0.0923475 
4651.00      7.76804    0.0923418 
4652.00      8.01607    0.0920932 
4653.00      7.74612    0.0920248 
4654.00      7.55253    0.0920142 
4655.00      7.85486    0.0915964 
4656.00      7.76914    0.0916732 
4657.00      7.93772    0.0913510 
4658.00      8.11684    0.0912496 
4659.00      8.13431    0.0909265 
4660.00      7.74731    0.0907736 
4661.00      7.76637    0.0905764 
4662.00      7.81588    0.0903964 
4663.00      7.77786    0.0903066 
4664.00      7.94772    0.0899263 
4665.00      7.80954    0.0898612 
4666.00      7.66981    0.0896519 
4667.00      7.70567    0.0894085 
4668.00      7.71035    0.0892803 
4669.00      7.65583    0.0889791 
4670.00      7.68004    0.0888275 
4671.00      7.74529    0.0885385 
4672.00      7.72021    0.0885742 
4673.00      7.64440    0.0881199 
4674.00      7.39855    0.0882425 
4675.00      7.63295    0.0878752 
4676.00      7.40505    0.0877431 
4677.00      7.29403    0.0878018 
4678.00      7.70539    0.0874364 
4679.00      7.83595    0.0873957 
4680.00      7.88070    0.0872646 
4681.00      7.84167    0.0871701 
4682.00      8.00519    0.0871190 
4683.00      8.07488    0.0870981 
4684.00      8.07263    0.0869001 
4685.00      7.95106    0.0870068 
4686.00      8.01297    0.0868068 
4687.00      7.99808    0.0868463 
4688.00      8.12466    0.0869003 
4689.00      8.11382    0.0868272 
4690.00      8.09237    0.0867350 
4691.00      8.13663    0.0867551 
4692.00      8.04023    0.0868777 
4693.00      8.05658    0.0868329 
4694.00      7.88681    0.0867286 
4695.00      7.58430    0.0869803 
4696.00      7.48828    0.0870730 
4697.00      7.63451    0.0868903 
4698.00      7.45485    0.0872361 
4699.00      7.31160    0.0872162 
4700.00      7.16848    0.0873393 
4701.00      7.31371    0.0872764 
4702.00      7.50334    0.0876153 
4703.00      7.52215    0.0875821 
4704.00      7.33558    0.0876591 
4705.00      7.23902    0.0877417 
4706.00      7.08343    0.0879105 
4707.00      7.18808    0.0878646 
4708.00      7.28187    0.0881705 
4709.00      7.33375    0.0880265 
4710.00      7.24051    0.0882030 
4711.00      7.27445    0.0881107 
4712.00      7.50899    0.0881081 
4713.00      7.55502    0.0883423 
4714.00      7.27256    0.0883362 
4715.00      7.28176    0.0883885 
4716.00      7.36280    0.0881073 
4717.00      7.17483    0.0882793 
4718.00      7.09889    0.0882506 
4719.00      7.04894    0.0882413 
4720.00      7.19771    0.0881826 
4721.00      7.40518    0.0882538 
4722.00      7.24309    0.0880712 
4723.00      6.84326    0.0882985 
4724.00      6.95307    0.0881474 
4725.00      6.87214    0.0881268 
4726.00      6.76063    0.0883773 
4727.00      6.98112    0.0883531 
4728.00      7.11760    0.0882511 
4729.00      7.11672    0.0883716 
4730.00      7.24986    0.0884095 
4731.00      6.95912    0.0885331 
4732.00      6.82562    0.0885510 
4733.00      6.69468    0.0886523 
4734.00      6.95915    0.0887169 
4735.00      7.05602    0.0888238 
4736.00      7.00023    0.0888374 
4737.00      7.02152    0.0889462 
4738.00      7.00962    0.0889088 
4739.00      6.83342    0.0891751 
4740.00      6.81295    0.0891318 
4741.00      6.72495    0.0890875 
4742.00      6.69264    0.0893511 
4743.00      6.82612    0.0891955 
4744.00      6.74815    0.0894596 
4745.00      6.72356    0.0894877 
4746.00      6.92875    0.0893603 
4747.00      7.00977    0.0894392 
4748.00      6.78956    0.0896551 
4749.00      6.86775    0.0894214 
4750.00      6.78207    0.0896141 
4751.00      6.78898    0.0895720 
4752.00      6.86738    0.0894661 
4753.00      6.60211    0.0897383 
4754.00      6.69808    0.0895312 
4755.00      6.86718    0.0896150 
4756.00      6.79628    0.0895309 
4757.00      6.66862    0.0896719 
4758.00      6.80750    0.0895381 
4759.00      6.88490    0.0894954 
4760.00      6.61681    0.0896856 
4761.00      6.66759    0.0896010 
4762.00      6.55686    0.0895650 
4763.00      6.53826    0.0897855 
4764.00      6.68560    0.0896194 
4765.00      6.66931    0.0896611 
4766.00      6.68599    0.0897046 
4767.00      6.96568    0.0897023 
4768.00      6.83546    0.0896883 
4769.00      6.64505    0.0898281 
4770.00      6.65619    0.0898328 
4771.00      6.68228    0.0897260 
4772.00      6.62622    0.0898805 
4773.00      6.54694    0.0897380 
4774.00      6.58546    0.0898955 
4775.00      6.67147    0.0898334 
4776.00      6.66856    0.0898146 
4777.00      6.54303    0.0899304 
4778.00      6.58583    0.0898536 
4779.00      6.46851    0.0899781 
4780.00      6.51407    0.0901428 
4781.00      6.56450    0.0897356 
4782.00      6.67500    0.0901453 
4783.00      6.86250    0.0899964 
4784.00      6.65449    0.0902376 
