#
# CMB Power Spectrum
#
# Computed for different values of the electron Thompson
# scattering optical depth: tau_e = {0,0.05,0.1,0.2,0.5}
#
# Based on CAMB output, reformatted for the ISM/IGM Book
# Figure 9.5
#
# l = power spectrum angular multipole moment
# tauXX = Delta_T in uK for tau_e = XX
#
   l  tau0.00   tau0.05   tau0.10   tau0.20   tau0.50
1393  31.14241  29.62415  28.17925  25.50020  18.91005 
1394  31.17258  29.65282  28.20638  25.52469  18.92776 
1395  31.20272  29.68147  28.23367  25.54936  18.94598 
1396  31.23268  29.70993  28.26093  25.57401  18.96470 
1397  31.26132  29.73718  28.28675  25.59746  18.98183 
1398  31.28866  29.76307  28.31131  25.61952  18.99789 
1399  31.31581  29.78909  28.33602  25.64196  19.01421 
1400  31.34294  29.81493  28.36071  25.66437  19.03129 
1401  31.36877  29.83957  28.38415  25.68560  19.04705 
1402  31.39458  29.86403  28.40757  25.70681  19.06332 
1403  31.41894  29.88729  28.42956  25.72683  19.07826 
1404  31.44201  29.90919  28.45048  25.74568  19.09188 
1405  31.46617  29.93226  28.47262  25.76606  19.10811 
1406  31.48778  29.95296  28.49210  25.78372  19.12119 
1407  31.50825  29.97215  28.51052  25.80019  19.13269 
1408  31.53078  29.99400  28.53139  25.81957  19.14889 
1409  31.54964  30.01183  28.54838  25.83505  19.15985 
1410  31.56961  30.03098  28.56676  25.85189  19.17342 
1411  31.58829  30.04896  28.58391  25.86755  19.18567 
1412  31.60570  30.06543  28.59965  25.88185  19.19662 
1413  31.62056  30.07940  28.61293  25.89363  19.20443 
1414  31.63700  30.09468  28.62744  25.90695  19.21484 
1415  31.65122  30.10847  28.64071  25.91891  19.22394 
1416  31.66544  30.12242  28.65397  25.93126  19.23356 
1417  31.67807  30.13370  28.66461  25.94070  19.24032 
1418  31.68912  30.14498  28.67525  25.95053  19.24760 
1419  31.70016  30.15493  28.68467  25.95901  19.25357 
1420  31.70962  30.16471  28.69425  25.96767  19.26032 
1421  31.71908  30.17333  28.70226  25.97499  19.26577 
1422  31.72854  30.18178  28.71045  25.98249  19.27200 
1423  31.73484  30.18775  28.71620  25.98750  19.27485 
1424  31.74114  30.19487  28.72299  25.99385  19.28056 
1425  31.74586  30.19950  28.72734  25.99769  19.28289 
1426  31.75059  30.20281  28.73047  26.00039  19.28419 
1427  31.75532  30.20728  28.73482  26.00442  19.28834 
1428  31.75689  30.20910  28.73656  26.00596  19.28912 
1429  31.75689  30.20977  28.73708  26.00635  19.28860 
1430  31.75846  30.21026  28.73743  26.00673  19.28886 
1431  31.75689  30.20943  28.73674  26.00596  19.28808 
1432  31.75532  30.20728  28.73465  26.00385  19.28600 
1433  31.75374  30.20629  28.73378  26.00346  19.28652 
1434  31.75059  30.20281  28.73047  26.00039  19.28419 
1435  31.74429  30.19801  28.72577  25.99596  19.28030 
1436  31.73956  30.19304  28.72107  25.99173  19.27745 
1437  31.73169  30.18559  28.71376  25.98480  19.27148 
1438  31.72381  30.17797  28.70645  25.97826  19.26603 
1439  31.71435  30.16902  28.69791  25.97037  19.25980 
1440  31.70489  30.15991  28.68937  25.96247  19.25409 
1441  31.69385  30.14946  28.67944  25.95361  19.24708 
1442  31.68122  30.13785  28.66810  25.94321  19.23928 
1443  31.66860  30.12474  28.65572  25.93183  19.23018 
1444  31.65438  30.11146  28.64315  25.92046  19.22160 
1445  31.63858  30.09568  28.62796  25.90637  19.21041 
1446  31.62246  30.08106  28.61398  25.89401  19.20156 
1447  31.60316  30.06260  28.59633  25.87740  19.18776 
1448  31.58496  30.04513  28.57971  25.86252  19.17681 
1449  31.56517  30.02632  28.56186  25.84628  19.16481 
1450  31.54410  30.00617  28.54260  25.82886  19.15150 
1451  31.52269  29.98600  28.52350  25.81162  19.13897 
1452  31.49873  29.96298  28.50158  25.79147  19.12354 
1453  31.47443  29.93994  28.47964  25.77169  19.10890 
1454  31.45012  29.91689  28.45769  25.75209  19.09476 
1455  31.42419  29.89231  28.43431  25.73111  19.07957 
1456  31.39681  29.86637  28.40968  25.70875  19.06332 
1457  31.36686  29.83773  28.38239  25.68385  19.04390 
1458  31.33800  29.81023  28.35630  25.66028  19.02709 
1459  31.30751  29.78137  28.32878  25.63552  19.00895 
1460  31.27571  29.75097  28.30000  25.60957  18.98973 
1461  31.24356  29.72053  28.27119  25.58359  18.97103 
1462  31.21009  29.68872  28.24093  25.55641  18.95125 
1463  31.17387  29.65434  28.20798  25.52626  18.92829 
1464  31.13872  29.62077  28.17623  25.49784  18.90767 
1465  31.10080  29.58479  28.14196  25.46645  18.88412 
1466  31.06396  29.54979  28.10872  25.43678  18.86293 
1467  31.02435  29.51220  28.07294  25.40433  18.83852 
1468  30.98467  29.47423  28.03694  25.37183  18.81462 
1469  30.94447  29.43637  28.00089  25.33949  18.79149 
1470  30.90065  29.39439  27.96087  25.30277  18.76299 
1471  30.85887  29.35473  27.92329  25.26915  18.73900 
1472  30.81558  29.31365  27.88423  25.23391  18.71336 
1473  30.77093  29.27115  27.84385  25.19742  18.68663 
1474  30.72361  29.22602  27.80072  25.15810  18.65637 
1475  30.67719  29.18184  27.75878  25.12031  18.62874 
1476  30.62923  29.13623  27.71552  25.08107  18.59946 
1477  30.58104  29.09055  27.67201  25.04177  18.57095 
1478  30.53146  29.04324  27.62698  25.00120  18.54077 
1479  30.48147  28.99586  27.58206  24.96037  18.51108 
1480  30.43008  28.94685  27.53543  24.91827  18.47972 
1481  30.37729  28.89671  27.48763  24.87489  18.44722 
1482  30.32425  28.84632  27.43975  24.83163  18.41548 
1483  30.27012  28.79479  27.39069  24.78729  18.38233 
1484  30.21556  28.74283  27.34136  24.74268  18.34939 
1485  30.15957  28.68972  27.29084  24.69696  18.31557 
1486  30.10282  28.63564  27.23931  24.65035  18.28086 
1487  30.04530  28.58076  27.18713  24.60305  18.24555 
1488  29.98700  28.52543  27.13448  24.55545  18.21044 
1489  29.92758  28.46875  27.08062  24.50653  18.17388 
1490  29.86737  28.41162  27.02610  24.45711  18.13698 
1491  29.80654  28.35366  26.97091  24.40717  18.09972 
1492  29.74492  28.29505  26.91505  24.35652  18.06211 
1493  29.68232  28.23544  26.85852  24.30535  18.02387 
1494  29.61908  28.17517  26.80112  24.25325  17.98527 
1495  29.55503  28.11423  26.74322  24.20083  17.94603 
1496  29.49017  28.05263  26.68445  24.14746  17.90642 
1497  29.42465  27.99018  26.62499  24.09377  17.86617 
1498  29.35830  27.92723  26.56501  24.03934  17.82582 
1499  29.29130  27.86342  26.50434  23.98437  17.78482 
1500  29.22362  27.79892  26.44296  23.92885  17.74345 
1501  29.15528  27.73391  26.38105  23.87279  17.70169 
1502  29.08625  27.66803  26.31843  23.81617  17.65956 
1503  29.01655  27.60181  26.25548  23.75900  17.61732 
1504  28.94616  27.53489  26.19179  23.70127  17.57441 
1505  28.87508  27.46725  26.12738  23.64297  17.53111 
1506  28.80347  27.39909  26.06262  23.58432  17.48742 
1507  28.73134  27.33039  25.99711  23.52509  17.44334 
1508  28.65851  27.26114  25.93126  23.46551  17.39914 
1509  28.58496  27.19118  25.86484  23.40534  17.35425 
1510  28.51123  27.12103  25.79806  23.34481  17.30953 
1511  28.43660  27.05014  25.73053  23.28369  17.26412 
1512  28.36159  26.97869  25.66242  23.22219  17.21830 
1513  28.28586  26.90669  25.59394  23.16010  17.17236 
1514  28.20993  26.83431  25.52528  23.09784  17.12600 
1515  28.13379  26.76210  25.45643  23.03563  17.08010 
1516  28.05691  26.68876  25.38681  22.97259  17.03350 
1517  27.97964  26.61522  25.31679  22.90939  16.98676 
1518  27.90197  26.54129  25.24658  22.84579  16.93960 
1519  27.82373  26.46696  25.17578  22.78179  16.89201 
1520  27.74545  26.39261  25.10498  22.71762  16.84488 
1521  27.66659  26.31748  25.03358  22.65303  16.79702 
1522  27.58732  26.24214  24.96197  22.58805  16.74903 
1523  27.50782  26.16639  24.88996  22.52310  16.70090 
1524  27.42791  26.09042  24.81774  22.45774  16.65233 
1525  27.34758  26.01423  24.74510  22.39196  16.60361 
1526  27.26720  25.93781  24.67245  22.32622  16.55506 
1527  27.18658  25.86097  24.59939  22.26028  16.50636 
1528  27.10572  25.78391  24.52611  22.19392  16.45722 
1529  27.02462  25.70681  24.45281  22.12758  16.40823 
1530  26.94327  25.62967  24.37929  22.06128  16.35909 
1531  26.86168  25.55210  24.30556  21.99455  16.30981 
1532  26.78022  25.47450  24.23180  21.92784  16.26038 
1533  26.69850  25.39665  24.15781  21.86092  16.21111 
1534  26.61654  25.31897  24.08381  21.79404  16.16168 
1535  26.53469  25.24104  24.00979  21.72694  16.11211 
1536  26.45260  25.16287  23.93554  21.65987  16.06238 
1537  26.37063  25.08506  23.86147  21.59282  16.01312 
1538  26.28878  25.00720  23.78739  21.52603  15.96402 
1539  26.20630  24.92870  23.71265  21.45833  15.91352 
1540  26.12413  24.85055  23.63853  21.39112  15.86380 
1541  26.04208  24.77236  23.56417  21.32393  15.81423 
1542  25.95997  24.69433  23.49000  21.25676  15.76452 
1543  25.87779  24.61625  23.41559  21.18962  15.71464 
1544  25.79593  24.53834  23.34159  21.12250  15.66525 
1545  25.71420  24.46058  23.26757  21.05564  15.61570 
1546  25.63240  24.38278  23.19353  20.98857  15.56599 
1547  25.55073  24.30514  23.11947  20.92152  15.51612 
1548  25.46939  24.22767  23.04604  20.85497  15.46706 
1549  25.38819  24.15057  22.97259  20.78846  15.41752 
1550  25.30751  24.07364  22.89956  20.72245  15.36847 
1551  25.22657  23.99667  22.82630  20.65599  15.31927 
1552  25.14637  23.92028  22.75346  20.59029  15.27023 
1553  25.06611  23.84387  22.68083  20.52438  15.22137 
1554  24.98620  23.76805  22.60863  20.45898  15.17267 
1555  24.90663  23.69219  22.53642  20.39363  15.12382 
1556  24.82740  23.61673  22.46464  20.32855  15.07581 
1557  24.74854  23.54167  22.39330  20.26401  15.02764 
1558  24.67002  23.46721  22.32219  20.19950  14.97965 
1559  24.59228  23.39295  22.25174  20.13579  14.93218 
1560  24.51469  23.31931  22.18152  20.07212  14.88489 
1561  24.43706  23.24543  22.11131  20.00850  14.83745 
1562  24.36001  23.17197  22.04132  19.94492  14.78986 
1563  24.28353  23.09913  21.97203  19.88215  14.74280 
1564  24.20764  23.02694  21.90320  19.81994  14.69660 
1565  24.13234  22.95539  21.83506  19.75829  14.65094 
1566  24.05743  22.88406  21.76741  19.69670  14.60514 
1567  23.98291  22.81315  21.69977  19.63543  14.55919 
1568  23.90899  22.74269  21.63284  19.57473  14.51413 
1569  23.83590  22.67311  21.56664  19.51487  14.46962 
1570  23.76321  22.60420  21.50093  19.45533  14.42532 
1571  23.69135  22.53575  21.43595  19.39665  14.38159 
1572  23.61991  22.46775  21.37101  19.33779  14.33806 
1573  23.54910  22.40022  21.30704  19.27978  14.29475 
1574  23.47935  22.33383  21.24382  19.22264  14.25272 
1575  23.41004  22.26791  21.18112  19.16586  14.21056 
1576  23.34138  22.20270  21.11895  19.10968  14.16898 
1577  23.27338  22.13798  21.05754  19.05413  14.12799 
1578  23.20625  22.07419  20.99690  18.99921  14.08723 
1579  23.14001  22.01113  20.93705  18.94518  14.04742 
1580  23.07423  21.94858  20.87750  18.89127  14.00750 
1581  23.00913  21.88675  20.81850  18.83799  13.96818 
1582  22.94537  21.82613  20.76078  18.78590  13.93018 
1583  22.88187  21.76580  20.70362  18.73393  13.89172 
1584  22.81951  21.70645  20.64728  18.68315  13.85424 
1585  22.75764  21.64763  20.59126  18.63277  13.81702 
1586  22.69714  21.59004  20.53655  18.58306  13.78078 
1587  22.63736  21.53323  20.48243  18.53429  13.74482 
1588  22.57853  21.47743  20.42939  18.48648  13.70949 
1589  22.52044  21.42218  20.37695  18.43909  13.67479 
1590  22.46308  21.36773  20.32511  18.39212  13.64038 
1591  22.40714  21.31455  20.27461  18.34666  13.60698 
1592  22.35173  21.26194  20.22449  18.30137  13.57387 
1593  22.29753  21.21037  20.17573  18.25733  13.54142 
1594  22.24410  21.15940  20.12734  18.21346  13.50889 
1595  22.19189  21.10971  20.08009  18.17086  13.47776 
1596  22.14069  21.06110  20.03397  18.12926  13.44730 
1597  22.09027  21.01333  19.98825  18.08812  13.41678 
1598  22.04110  20.96640  19.94392  18.04799  13.38731 
1599  21.99273  20.92056  19.90025  18.00833  13.35814 
1600  21.94561  20.87582  19.85749  17.96997  13.32967 
1601  21.89954  20.83195  19.81590  17.93209  13.30188 
1602  21.85406  20.78870  19.77473  17.89497  13.27403 
1603  21.81032  20.74705  19.73499  17.85889  13.24764 
1604  21.76718  20.70604  19.69619  17.82358  13.22120 
1605  21.72533  20.66616  19.65833  17.78932  13.19583 
1606  21.68456  20.62741  19.62116  17.75584  13.17080 
1607  21.64486  20.58932  19.58520  17.72315  13.14648 
1608  21.60602  20.55237  19.54994  17.69124  13.12250 
1609  21.56850  20.51682  19.51589  17.66041  13.09962 
1610  21.53207  20.48219  19.48307  17.63066  13.07708 
1611  21.49651  20.44823  19.45071  17.60114  13.05527 
1612  21.46229  20.41568  19.41984  17.57327  13.03419 
1613  21.42895  20.38382  19.38943  17.54565  13.01345 
1614  21.39673  20.35338  19.36027  17.51913  12.99385 
1615  21.36563  20.32388  19.33210  17.49371  12.97459 
1616  21.33565  20.29507  19.30466  17.46883  12.95569 
1617  21.30657  20.26746  19.27849  17.44506  12.93793 
1618  21.27863  20.24080  19.25331  17.42211  12.92091 
1619  21.25159  20.21509  19.22862  17.39971  12.90388 
1620  21.22593  20.19059  19.20547  17.37872  12.88798 
1621  21.20118  20.16705  19.18307  17.35828  12.87284 
1622  21.17758  20.14473  19.16168  17.33897  12.85846 
1623  21.15491  20.12312  19.14106  17.32022  12.84445 
1624  21.13339  20.10249  19.12145  17.30260  12.83121 
1625  21.11303  20.08308  19.10314  17.28583  12.81874 
1626  21.09360  20.06465  19.08533  17.26992  12.80703 
1627  21.07487  20.04695  19.06856  17.25456  12.79531 
1628  21.05730  20.03023  19.05282  17.24036  12.78476 
1629  21.04091  20.01449  19.03786  17.22672  12.77498 
1630  21.02570  20.00000  19.02393  17.21424  12.76558 
1631  21.01095  19.98599  19.01052  17.20203  12.75618 
1632  20.99738  19.97323  18.99842  17.19128  12.74833 
1633  20.98499  19.96146  18.98736  17.18110  12.74127 
1634  20.97379  19.95094  18.97736  17.17236  12.73499 
1635  20.96330  19.94091  18.96760  17.16362  12.72831 
1636  20.95376  19.93188  18.95917  17.15605  12.72281 
1637  20.94517  19.92360  18.95152  17.14905  12.71810 
1638  20.93729  19.91607  18.94439  17.14264  12.71338 
1639  20.93060  19.90980  18.93859  17.13739  12.70984 
1640  20.92487  19.90427  18.93330  17.13272  12.70669 
1641  20.91961  19.89950  18.92855  17.12863  12.70394 
1642  20.91554  19.89573  18.92512  17.12542  12.70157 
1643  20.91244  19.89271  18.92221  17.12279  12.70000 
1644  20.90981  19.89020  18.91983  17.12075  12.69843 
1645  20.90813  19.88869  18.91851  17.11958  12.69803 
1646  20.90718  19.88768  18.91772  17.11900  12.69724 
1647  20.90742  19.88794  18.91772  17.11929  12.69803 
1648  20.90813  19.88894  18.91877  17.12016  12.69882 
1649  20.90981  19.89045  18.92036  17.12162  12.70000 
1650  20.91220  19.89271  18.92247  17.12367  12.70157 
1651  20.91531  19.89573  18.92512  17.12600  12.70354 
1652  20.91913  19.89950  18.92881  17.12951  12.70630 
1653  20.92367  19.90377  18.93304  17.13330  12.70945 
1654  20.92893  19.90879  18.93779  17.13768  12.71259 
1655  20.93514  19.91457  18.94334  17.14264  12.71653 
1656  20.94182  19.92084  18.94941  17.14818  12.72085 
1657  20.94875  19.92762  18.95574  17.15401  12.72478 
1658  20.95686  19.93514  18.96312  17.16071  12.72989 
1659  20.96545  19.94342  18.97077  17.16770  12.73499 
1660  20.97427  19.95194  18.97894  17.17498  12.74049 
1661  20.98404  19.96121  18.98763  17.18284  12.74637 
1662  20.99405  19.97073  18.99684  17.19128  12.75225 
1663  21.00476  19.98099  19.00658  17.20000  12.75892 
1664  21.01595  19.99150  19.01657  17.20901  12.76558 
1665  21.02760  20.00275  19.02709  17.21860  12.77263 
1666  21.03996  20.01425  19.03812  17.22875  12.78006 
1667  21.05232  20.02623  19.04967  17.23891  12.78749 
1668  21.06561  20.03871  19.06148  17.24964  12.79531 
1669  21.07914  20.05143  19.07380  17.26065  12.80351 
1670  21.09289  20.06465  19.08612  17.27194  12.81171 
1671  21.10734  20.07835  19.09921  17.28381  12.82030 
1672  21.12203  20.09229  19.11256  17.29566  12.82926 
1673  21.13670  20.10622  19.12590  17.30780  12.83783 
1674  21.15207  20.12088  19.13975  17.32051  12.84757 
1675  21.16743  20.13554  19.15359  17.33292  12.85613 
1676  21.18325  20.15068  19.16794  17.34589  12.86585 
1677  21.19953  20.16606  19.18254  17.35915  12.87595 
1678  21.21556  20.18143  19.19714  17.37210  12.88526 
1679  21.23229  20.19703  19.21198  17.38563  12.89496 
1680  21.24900  20.21311  19.22732  17.39943  12.90504 
1681  21.26594  20.22919  19.24266  17.41321  12.91549 
1682  21.28286  20.24525  19.25799  17.42699  12.92517 
1683  21.30024  20.26179  19.27356  17.44133  12.93561 
1684  21.31760  20.27831  19.28912  17.45537  12.94604 
1685  21.33518  20.29507  19.30518  17.46969  12.95685 
1686  21.35275  20.31182  19.32123  17.48428  12.96727 
1687  21.37031  20.32855  19.33701  17.49857  12.97767 
1688  21.38832  20.34552  19.35304  17.51314  12.98884 
1689  21.40584  20.36222  19.36905  17.52741  12.99923 
1690  21.42335  20.37891  19.38505  17.54195  13.00961 
1691  21.44131  20.39583  19.40103  17.55648  13.02037 
1692  21.45903  20.41299  19.41726  17.57100  13.03112 
1693  21.47673  20.42964  19.43322  17.58550  13.04186 
1694  21.49442  20.44652  19.44916  17.60000  13.05220 
1695  21.51209  20.46338  19.46510  17.61448  13.06331 
1696  21.52975  20.47999  19.48102  17.62895  13.07402 
1697  21.54692  20.49634  19.49667  17.64285  13.08396 
1698  21.56432  20.51292  19.51230  17.65729  13.09465 
1699  21.58147  20.52949  19.52793  17.67145  13.10534 
1700  21.59861  20.54556  19.54354  17.68530  13.11602 
1701  21.61527  20.56161  19.55863  17.69915  13.12593 
1702  21.63215  20.57766  19.57396  17.71299  13.13659 
1703  21.64879  20.59344  19.58903  17.72682  13.14686 
1704  21.66518  20.60898  19.60383  17.74007  13.15675 
1705  21.68133  20.62426  19.61836  17.75359  13.16700 
1706  21.69700  20.63928  19.63288  17.76654  13.17649 
1707  21.71267  20.65430  19.64714  17.77948  13.18636 
1708  21.72809  20.66906  19.66113  17.79241  13.19621 
1709  21.74351  20.68357  19.67486  17.80478  13.20568 
1710  21.75822  20.69783  19.68858  17.81713  13.21476 
1711  21.77269  20.71159  19.70152  17.82891  13.22384 
1712  21.78715  20.72535  19.71472  17.84096  13.23291 
1713  21.80092  20.73861  19.72739  17.85245  13.24160 
1714  21.81445  20.75138  19.73955  17.86365  13.24991 
1715  21.82773  20.76391  19.75146  17.87428  13.25783 
1716  21.84079  20.77643  19.76335  17.88519  13.26612 
1717  21.85337  20.78822  19.77473  17.89553  13.27403 
1718  21.86527  20.79976  19.78560  17.90531  13.28119 
1719  21.87693  20.81081  19.79621  17.91508  13.28834 
1720  21.88858  20.82186  19.80682  17.92456  13.29549 
1721  21.89954  20.83243  19.81666  17.93349  13.30226 
1722  21.91027  20.84250  19.82650  17.94241  13.30902 
1723  21.92054  20.85234  19.83583  17.95077  13.31540 
1724  21.93012  20.86145  19.84439  17.95884  13.32104 
1725  21.93923  20.87031  19.85271  17.96636  13.32666 
1726  21.94812  20.87870  19.86077  17.97359  13.33192 
1727  21.95655  20.88660  19.86832  17.98027  13.33679 
1728  21.96429  20.89402  19.87536  17.98666  13.34129 
1729  21.97203  20.90120  19.88240  17.99305  13.34616 
1730  21.97863  20.90765  19.88819  17.99833  13.34953 
1731  21.98499  20.91363  19.89397  18.00333  13.35328 
1732  21.99091  20.91913  19.89925  18.00805  13.35665 
1733  21.99636  20.92439  19.90427  18.01250  13.35964 
1734  22.00114  20.92893  19.90854  18.01638  13.36226 
1735  22.00545  20.93299  19.91231  18.01971  13.36450 
1736  22.00932  20.93657  19.91557  18.02276  13.36675 
1737  22.01250  20.93967  19.91858  18.02526  13.36825 
1738  22.01500  20.94206  19.92084  18.02720  13.36937 
1739  22.01749  20.94421  19.92285  18.02914  13.37086 
1740  22.01886  20.94564  19.92411  18.03025  13.37124 
1741  22.02022  20.94684  19.92536  18.03108  13.37199 
1742  22.02044  20.94708  19.92561  18.03136  13.37161 
1743  22.02044  20.94708  19.92536  18.03108  13.37161 
1744  22.01976  20.94636  19.92486  18.03053  13.37086 
1745  22.01840  20.94517  19.92360  18.02942  13.36974 
1746  22.01658  20.94326  19.92185  18.02776  13.36825 
1747  22.01409  20.94087  19.91959  18.02581  13.36675 
1748  22.01091  20.93800  19.91658  18.02304  13.36450 
1749  22.00704  20.93418  19.91331  18.01999  13.36226 
1750  22.00273  20.93012  19.90904  18.01610  13.35927 
1751  21.99773  20.92510  19.90452  18.01194  13.35590 
1752  21.99204  20.91985  19.89950  18.00750  13.35290 
1753  21.98590  20.91411  19.89397  18.00250  13.34916 
1754  21.97908  20.90765  19.88768  17.99694  13.34504 
1755  21.97157  20.90048  19.88115  17.99083  13.34054 
1756  21.96361  20.89306  19.87410  17.98444  13.33604 
1757  21.95495  20.88468  19.86605  17.97749  13.33117 
1758  21.94539  20.87558  19.85749  17.96970  13.32516 
1759  21.93559  20.86624  19.84868  17.96163  13.31953 
1760  21.92487  20.85617  19.83910  17.95299  13.31353 
1761  21.91369  20.84538  19.82877  17.94380  13.30677 
1762  21.90183  20.83411  19.81817  17.93405  13.29962 
1763  21.88927  20.82234  19.80707  17.92429  13.29248 
1764  21.87647  20.81009  19.79545  17.91368  13.28495 
1765  21.86253  20.79688  19.78282  17.90251  13.27667 
1766  21.84834  20.78341  19.76993  17.89078  13.26838 
1767  21.83323  20.76921  19.75652  17.87876  13.25934 
1768  21.81765  20.75428  19.74234  17.86589  13.24991 
1769  21.80161  20.73909  19.72790  17.85273  13.24047 
1770  21.78463  20.72293  19.71243  17.83900  13.23027 
1771  21.76718  20.70628  19.69670  17.82470  13.22006 
1772  21.74925  20.68937  19.68070  17.81039  13.20947 
1773  21.73039  20.67148  19.66367  17.79494  13.19773 
1774  21.71129  20.65309  19.64637  17.77920  13.18636 
1775  21.69147  20.63444  19.62830  17.76288  13.17422 
1776  21.67118  20.61504  19.60995  17.74627  13.16207 
1777  21.64971  20.59466  19.59056  17.72879  13.14876 
1778  21.62822  20.57401  19.57090  17.71101  13.13583 
1779  21.60579  20.55286  19.55070  17.69265  13.12212 
1780  21.58310  20.53120  19.53023  17.67399  13.10839 
1781  21.55968  20.50902  19.50923  17.65503  13.09427 
1782  21.53532  20.48585  19.48692  17.63491  13.07899 
1783  21.51069  20.46240  19.46484  17.61477  13.06407 
1784  21.48581  20.43869  19.44222  17.59432  13.04875 
1785  21.45996  20.41421  19.41881  17.57327  13.03304 
1786  21.43362  20.38897  19.39484  17.55164  13.01691 
1787  21.40701  20.36345  19.37060  17.52969  13.00038 
1788  21.37966  20.33765  19.34580  17.50714  12.98384 
1789  21.35158  20.31083  19.32046  17.48428  12.96650 
1790  21.32299  20.28349  19.29456  17.46053  12.94874 
1791  21.29390  20.25586  19.26811  17.43674  12.93097 
1792  21.26429  20.22795  19.24136  17.41235  12.91317 
1793  21.23393  20.19901  19.21380  17.38735  12.89418 
1794  21.20330  20.16978  19.18619  17.36232  12.87556 
1795  21.17239  20.14026  19.15803  17.33695  12.85652 
1796  21.14001  20.10945  19.12877  17.31011  12.83589 
1797  21.10806  20.07909  19.09974  17.28381  12.81679 
1798  21.07534  20.04794  19.07013  17.25688  12.79648 
1799  21.04186  20.01599  19.03970  17.22963  12.77576 
1800  21.00809  19.98399  19.00921  17.20174  12.75539 
1801  20.97403  19.95169  18.97841  17.17382  12.73460 
1802  20.93967  19.91883  18.94730  17.14585  12.71377 
1803  20.90454  19.88542  18.91560  17.11695  12.69252 
1804  20.86888  19.85145  18.88306  17.08772  12.67044 
1805  20.83267  19.81691  18.85020  17.05784  12.64832 
1806  20.79615  19.78231  18.81728  17.02821  12.62656 
1807  20.75909  19.74715  18.78377  16.99765  12.60357 
1808  20.72173  19.71142  18.74993  16.96703  12.58094 
1809  20.68405  19.67537  18.71577  16.93606  12.55826 
1810  20.64582  19.63925  18.68127  16.90503  12.53515 
1811  20.60704  19.60229  18.64618  16.87306  12.51120 
1812  20.56794  19.56502  18.61075  16.84102  12.48759 
1813  20.52852  19.52767  18.57525  16.80893  12.46355 
1814  20.48878  19.48974  18.53915  16.77617  12.43945 
1815  20.44872  19.45173  18.50270  16.74336  12.41531 
1816  20.40809  19.41314  18.46618  16.71048  12.39072 
1817  20.36738  19.37421  18.42905  16.67693  12.36568 
1818  20.32585  19.33494  18.39185  16.64302  12.34058 
1819  20.28398  19.29482  18.35375  16.60843  12.31462 
1820  20.24203  19.25513  18.31584  16.57408  12.28943 
1821  20.20025  19.21536  18.27785  16.53995  12.26418 
1822  20.15763  19.17472  18.23952  16.50515  12.23806 
1823  20.11542  19.13478  18.20137  16.47088  12.21311 
1824  20.07262  19.09398  18.16260  16.43563  12.18729 
1825  20.02923  19.05282  18.12346  16.40030  12.16100 
1826  19.98574  19.01131  18.08397  16.36460  12.13466 
1827  19.94242  18.96998  18.04467  16.32911  12.10867 
1828  19.89824  18.92829  18.00500  16.29294  12.08180 
1829  19.85422  18.88624  17.96497  16.25669  12.05487 
1830  19.80985  18.84410  17.92484  16.22067  12.02830 
1831  19.76537  18.80160  17.88463  16.18425  12.00125 
1832  19.72055  18.75900  17.84405  16.14745  11.97414 
1833  19.67562  18.71657  17.80365  16.11087  11.94697 
1834  19.63084  18.67378  17.76288  16.07420  11.91973 
1835  19.58545  18.63062  17.72202  16.03714  11.89243 
1836  19.54021  18.58763  17.68078  15.99969  11.86465 
1837  19.49487  18.54427  17.63973  15.96277  11.83723 
1838  19.44916  18.50108  17.59858  15.92545  11.80974 
1839  19.40335  18.45752  17.55705  15.88773  11.78177 
1840  19.35794  18.41413  17.51599  15.85055  11.75415 
1841  19.31217  18.37063  17.47455  15.81329  11.72647 
1842  19.26629  18.32703  17.43301  15.77561  11.69872 
1843  19.22030  18.28333  17.39138  15.73785  11.67090 
1844  19.17446  18.23952  17.34993  15.70032  11.64302 
1845  19.12904  18.19643  17.30896  15.66333  11.61594 
1846  19.08271  18.15241  17.26702  15.62530  11.58749 
1847  19.03681  18.10884  17.22556  15.58782  11.55984 
1848  18.99079  18.06488  17.18371  15.55024  11.53170 
1849  18.94492  18.02138  17.14235  15.51258  11.50391 
1850  18.89894  17.97749  17.10088  15.47482  11.47606 
1851  18.85259  17.93349  17.05872  15.43664  11.44727 
1852  18.80718  17.89022  17.01764  15.39935  11.41972 
1853  18.76113  17.84629  16.97586  15.36164  11.39122 
1854  18.71550  17.80281  16.93428  15.32416  11.36354 
1855  18.66976  17.75950  16.89319  15.28660  11.33534 
1856  18.62445  17.71638  16.85200  15.24959  11.30796 
1857  18.57902  17.67314  16.81101  15.21217  11.28007 
1858  18.53375  17.63009  16.76991  15.17498  11.25256 
1859  18.48865  17.58721  16.72902  15.13803  11.22497 
1860  18.44370  17.54423  16.68832  15.10099  11.19732 
1861  18.39919  17.50171  16.64782  15.06453  11.17005 
1862  18.35456  17.45938  16.60753  15.02797  11.14316 
1863  18.30983  17.41695  16.56714  14.99133  11.11530 
1864  18.26582  17.37498  16.52725  14.95527  11.08873 
1865  18.22169  17.33320  16.48727  14.91912  11.06165 
1866  18.17828  17.29162  16.44780  14.88355  11.03540 
1867  18.13450  17.24993  16.40823  14.84722  11.00818 
1868  18.09116  17.20872  16.36887  14.81182  10.98180 
