#
# Draine & Li IR Dust Emission
# "small" graphitic/PAH grains (a<250A)
#
# lambda - wavelength in microns
# PAHs - PAH IR emission per H column (erg s^-1 H^-1)
# sigPAHs - PAH exinction cross section
# smGra - small graphitic grain IR emission per H column (erg s^-1 H^-1)
# sigGra - small graphitic grain exinction cross section
# 
lambda      PAHs         sigPAHs      smGra        sigGra    
  12.2005   3.1674E-25   1.0191E-25   2.3866E-27   4.6211E-26
  12.2562   3.1209E-25   1.0057E-25   2.3838E-27   4.6054E-26
  12.3121   3.2535E-25   1.0351E-25   2.5029E-27   4.6032E-26
  12.3683   3.5929E-25   1.1137E-25   2.7682E-27   4.6163E-26
  12.4248   4.2175E-25   1.2603E-25   3.2398E-27   4.6505E-26
  12.4815   5.2762E-25   1.5106E-25   4.0326E-27   4.7173E-26
  12.5385   7.0104E-25   1.9222E-25   5.3332E-27   4.8352E-26
  12.5957   9.6341E-25   2.5460E-25   7.3170E-27   5.0203E-26
  12.6532   1.2601E-24   3.2517E-25   9.6068E-27   5.2315E-26
  12.7110   1.3616E-24   3.4912E-25   1.0492E-26   5.2956E-26
  12.7690   1.1448E-24   2.9707E-25   8.9792E-27   5.1198E-26
  12.8273   8.3496E-25   2.2285E-25   6.7085E-27   4.8740E-26
  12.8858   5.9678E-25   1.6580E-25   4.9367E-27   4.6828E-26
  12.9447   4.4106E-25   1.2844E-25   3.7686E-27   4.5538E-26
  13.0038   3.4102E-25   1.0437E-25   3.0147E-27   4.4671E-26
  13.0631   2.7506E-25   8.8444E-26   2.5167E-27   4.4063E-26
  13.1227   2.3001E-25   7.7490E-26   2.1766E-27   4.3616E-26
  13.1827   1.9799E-25   6.9671E-26   1.9362E-27   4.3271E-26
  13.2428   1.7455E-25   6.3898E-26   1.7613E-27   4.2998E-26
  13.3033   1.5687E-25   5.9508E-26   1.6310E-27   4.2772E-26
  13.3640   1.4320E-25   5.6081E-26   1.5318E-27   4.2580E-26
  13.4250   1.3243E-25   5.3346E-26   1.4551E-27   4.2414E-26
  13.4863   1.2379E-25   5.1121E-26   1.3951E-27   4.2266E-26
  13.5479   1.1674E-25   4.9279E-26   1.3478E-27   4.2130E-26
  13.6097   1.1091E-25   4.7734E-26   1.3102E-27   4.2006E-26
  13.6718   1.0604E-25   4.6420E-26   1.2803E-27   4.1892E-26
  13.7343   1.0194E-25   4.5292E-26   1.2567E-27   4.1787E-26
  13.7970   9.8455E-26   4.4315E-26   1.2382E-27   4.1689E-26
  13.8599   9.5467E-26   4.3462E-26   1.2239E-27   4.1600E-26
  13.9232   9.2896E-26   4.2712E-26   1.2132E-27   4.1517E-26
  13.9868   9.0684E-26   4.2049E-26   1.2055E-27   4.1440E-26
  14.0506   8.8762E-26   4.1461E-26   1.2005E-27   4.1369E-26
  14.1148   8.7098E-26   4.0937E-26   1.1979E-27   4.1303E-26
  14.1792   8.5686E-26   4.0470E-26   1.1975E-27   4.1243E-26
  14.2439   8.4450E-26   4.0053E-26   1.1990E-27   4.1187E-26
  14.3089   8.3383E-26   3.9681E-26   1.2022E-27   4.1135E-26
  14.3743   8.2483E-26   3.9348E-26   1.2072E-27   4.1088E-26
  14.4399   8.1718E-26   3.9053E-26   1.2137E-27   4.1045E-26
  14.5058   8.1090E-26   3.8791E-26   1.2218E-27   4.1004E-26
  14.5720   8.0597E-26   3.8562E-26   1.2314E-27   4.0969E-26
  14.6385   8.0218E-26   3.8364E-26   1.2426E-27   4.0938E-26
  14.7054   7.9949E-26   3.8196E-26   1.2552E-27   4.0911E-26
  14.7725   7.9807E-26   3.8057E-26   1.2696E-27   4.0891E-26
  14.8399   7.9781E-26   3.7951E-26   1.2856E-27   4.0881E-26
  14.9077   7.9867E-26   3.7876E-26   1.3034E-27   4.0879E-26
  14.9757   8.0078E-26   3.7832E-26   1.3231E-27   4.0882E-26
  15.0441   8.0418E-26   3.7818E-26   1.3450E-27   4.0885E-26
  15.1128   8.0897E-26   3.7837E-26   1.3692E-27   4.0887E-26
  15.1817   8.1535E-26   3.7894E-26   1.3962E-27   4.0894E-26
  15.2510   8.2358E-26   3.7996E-26   1.4264E-27   4.0905E-26
  15.3207   8.3415E-26   3.8149E-26   1.4605E-27   4.0921E-26
  15.3906   8.4743E-26   3.8364E-26   1.4992E-27   4.0942E-26
  15.4609   8.6385E-26   3.8655E-26   1.5439E-27   4.0970E-26
  15.5314   8.8462E-26   3.9043E-26   1.5961E-27   4.1004E-26
  15.6023   9.1088E-26   3.9558E-26   1.6583E-27   4.1046E-26
  15.6736   9.4493E-26   4.0246E-26   1.7343E-27   4.1097E-26
  15.7451   9.8987E-26   4.1181E-26   1.8299E-27   4.1161E-26
  15.8170   1.0512E-25   4.2481E-26   1.9548E-27   4.1241E-26
  15.8892   1.1385E-25   4.4355E-26   2.1257E-27   4.1346E-26
  15.9617   1.2688E-25   4.7186E-26   2.3737E-27   4.1491E-26
  16.0346   1.4773E-25   5.1754E-26   2.7623E-27   4.1705E-26
  16.1078   1.8433E-25   5.9819E-26   3.4352E-27   4.2056E-26
  16.1813   2.5745E-25   7.5977E-26   4.7695E-27   4.2721E-26
  16.2552   4.3204E-25   1.1461E-25   7.9529E-27   4.4254E-26
  16.3294   9.2715E-25   2.2414E-25   1.7030E-26   4.8521E-26
  16.4039   1.5855E-24   3.6948E-25   2.9361E-26   5.4169E-26
  16.4788   8.5390E-25   2.0728E-25   1.6146E-26   4.7976E-26
  16.5541   4.1309E-25   1.0972E-25   8.0451E-27   4.4274E-26
  16.6296   2.5818E-25   7.5440E-26   5.1897E-27   4.3012E-26
  16.7055   1.9384E-25   6.1186E-26   4.0116E-27   4.2524E-26
  16.7818   1.6298E-25   5.4329E-26   3.4588E-27   4.2322E-26
  16.8584   1.4707E-25   5.0764E-26   3.1877E-27   4.2249E-26
  16.9354   1.3889E-25   4.8905E-26   3.0651E-27   4.2245E-26
  17.0127   1.3531E-25   4.8060E-26   3.0330E-27   4.2282E-26
  17.0903   1.3492E-25   4.7899E-26   3.0646E-27   4.2349E-26
  17.1683   1.3690E-25   4.8270E-26   3.1478E-27   4.2438E-26
  17.2467   1.4106E-25   4.9114E-26   3.2795E-27   4.2549E-26
  17.3255   1.4747E-25   5.0438E-26   3.4625E-27   4.2682E-26
  17.4045   1.5640E-25   5.2300E-26   3.7052E-27   4.2839E-26
  17.4840   1.6834E-25   5.4814E-26   4.0220E-27   4.3023E-26
  17.5638   1.8422E-25   5.8165E-26   4.4358E-27   4.3242E-26
  17.6440   2.0532E-25   6.2626E-26   4.9801E-27   4.3506E-26
  17.7245   2.3354E-25   6.8595E-26   5.7040E-27   4.3830E-26
  17.8054   2.7148E-25   7.6616E-26   6.6756E-27   4.4236E-26
  17.8867   3.2221E-25   8.7350E-26   7.9804E-27   4.4748E-26
  17.9684   3.8850E-25   1.0135E-25   9.6957E-27   4.5388E-26
  18.0504   4.6881E-25   1.1827E-25   1.1802E-26   4.6143E-26
  18.1328   5.5036E-25   1.3536E-25   1.3993E-26   4.6907E-26
  18.2156   6.0395E-25   1.4648E-25   1.5538E-26   4.7443E-26
  18.2987   6.0138E-25   1.4564E-25   1.5681E-26   4.7522E-26
  18.3823   5.4523E-25   1.3352E-25   1.4437E-26   4.7169E-26
  18.4662   4.6633E-25   1.1666E-25   1.2556E-26   4.6635E-26
  18.5505   3.9123E-25   1.0068E-25   1.0723E-26   4.6138E-26
  18.6352   3.3076E-25   8.7817E-26   9.2309E-27   4.5763E-26
  18.7202   2.8524E-25   7.8161E-26   8.1081E-27   4.5514E-26
  18.8057   2.5204E-25   7.1113E-26   7.2943E-27   4.5368E-26
  18.8915   2.2807E-25   6.6023E-26   6.7173E-27   4.5300E-26
  18.9778   2.1095E-25   6.2372E-26   6.3178E-27   4.5289E-26
  19.0644   1.9898E-25   5.9785E-26   6.0525E-27   4.5321E-26
  19.1514   1.9073E-25   5.8001E-26   5.8909E-27   4.5384E-26
  19.2389   1.8555E-25   5.6842E-26   5.8126E-27   4.5474E-26
  19.3267   1.8279E-25   5.6187E-26   5.8042E-27   4.5584E-26
  19.4149   1.8207E-25   5.5960E-26   5.8576E-27   4.5711E-26
  19.5035   1.8321E-25   5.6114E-26   5.9689E-27   4.5852E-26
  19.5926   1.8614E-25   5.6628E-26   6.1376E-27   4.6009E-26
  19.6820   1.9087E-25   5.7505E-26   6.3667E-27   4.6180E-26
  19.7719   1.9759E-25   5.8764E-26   6.6624E-27   4.6367E-26
  19.8621   2.0645E-25   6.0451E-26   7.0348E-27   4.6572E-26
  19.9528   2.1786E-25   6.2636E-26   7.4989E-27   4.6796E-26
  20.0439   2.3242E-25   6.5423E-26   8.0764E-27   4.7045E-26
  20.1354   2.5081E-25   6.8961E-26   8.7972E-27   4.7325E-26
  20.2273   2.7415E-25   7.3460E-26   9.7041E-27   4.7642E-26
  20.3196   3.0397E-25   7.9217E-26   1.0857E-26   4.8009E-26
  20.4124   3.4253E-25   8.6655E-26   1.2343E-26   4.8446E-26
  20.5056   3.9285E-25   9.6360E-26   1.4281E-26   4.8972E-26
  20.5992   4.5945E-25   1.0914E-25   1.6842E-26   4.9618E-26
  20.6932   5.4751E-25   1.2606E-25   2.0250E-26   5.0424E-26
  20.7877   6.6363E-25   1.4829E-25   2.4765E-26   5.1432E-26
  20.8826   8.1147E-25   1.7653E-25   3.0573E-26   5.2677E-26
  20.9779   9.8452E-25   2.0941E-25   3.7466E-26   5.4103E-26
  21.0737   1.1520E-24   2.4084E-25   4.4282E-26   5.5485E-26
  21.1699   1.2525E-24   2.5931E-25   4.8696E-26   5.6375E-26
  21.2665   1.2360E-24   2.5530E-25   4.8640E-26   5.6401E-26
  21.3636   1.1150E-24   2.3138E-25   4.4432E-26   5.5662E-26
  21.4611   9.4948E-25   1.9921E-25   3.8338E-26   5.4599E-26
  21.5591   7.9093E-25   1.6863E-25   3.2379E-26   5.3592E-26
  21.6575   6.6119E-25   1.4367E-25   2.7446E-26   5.2800E-26
  21.7563   5.6223E-25   1.2468E-25   2.3670E-26   5.2233E-26
  21.8557   4.8925E-25   1.1069E-25   2.0891E-26   5.1850E-26
  21.9554   4.3671E-25   1.0059E-25   1.8905E-26   5.1618E-26
  22.0557   3.9991E-25   9.3460E-26   1.7541E-26   5.1501E-26
  22.1563   3.7541E-25   8.8658E-26   1.6677E-26   5.1477E-26
  22.2575   3.6113E-25   8.5765E-26   1.6237E-26   5.1538E-26
  22.3591   3.5584E-25   8.4531E-26   1.6181E-26   5.1667E-26
  22.4612   3.5897E-25   8.4839E-26   1.6500E-26   5.1858E-26
  22.5637   3.7055E-25   8.6645E-26   1.7201E-26   5.2108E-26
  22.6667   3.9011E-25   8.9886E-26   1.8284E-26   5.2411E-26
  22.7702   4.1649E-25   9.4309E-26   1.9703E-26   5.2760E-26
  22.8741   4.4583E-25   9.9207E-26   2.1286E-26   5.3128E-26
  22.9785   4.7059E-25   1.0322E-25   2.2679E-26   5.3462E-26
  23.0834   4.8096E-25   1.0468E-25   2.3415E-26   5.3698E-26
  23.1888   4.7129E-25   1.0257E-25   2.3186E-26   5.3796E-26
  23.2947   4.4368E-25   9.7391E-26   2.2088E-26   5.3777E-26
  23.4010   4.0712E-25   9.0687E-26   2.0516E-26   5.3699E-26
  23.5078   3.6964E-25   8.3912E-26   1.8868E-26   5.3617E-26
  23.6151   3.3643E-25   7.7882E-26   1.7383E-26   5.3564E-26
  23.7229   3.0843E-25   7.2855E-26   1.6145E-26   5.3549E-26
  23.8312   2.8584E-25   6.8792E-26   1.5155E-26   5.3570E-26
  23.9400   2.6801E-25   6.5545E-26   1.4382E-26   5.3622E-26
  24.0493   2.5375E-25   6.2952E-26   1.3784E-26   5.3697E-26
  24.1591   2.4243E-25   6.0872E-26   1.3326E-26   5.3790E-26
  24.2694   2.3346E-25   5.9190E-26   1.2979E-26   5.3897E-26
  24.3802   2.2622E-25   5.7817E-26   1.2719E-26   5.4013E-26
  24.4915   2.2047E-25   5.6686E-26   1.2527E-26   5.4136E-26
  24.6033   2.1582E-25   5.5746E-26   1.2392E-26   5.4265E-26
  24.7156   2.1207E-25   5.4957E-26   1.2300E-26   5.4399E-26
  24.8284   2.0903E-25   5.4290E-26   1.2245E-26   5.4535E-26
  24.9417   2.0656E-25   5.3719E-26   1.2220E-26   5.4674E-26
  25.0556   2.0451E-25   5.3228E-26   1.2219E-26   5.4814E-26
  25.1700   2.0285E-25   5.2800E-26   1.2239E-26   5.4955E-26
  25.2849   2.0151E-25   5.2425E-26   1.2276E-26   5.5096E-26
  25.4003   2.0044E-25   5.2094E-26   1.2327E-26   5.5237E-26
  25.5163   1.9963E-25   5.1798E-26   1.2391E-26   5.5378E-26
  25.6327   1.9911E-25   5.1532E-26   1.2465E-26   5.5518E-26
  25.7498   1.9866E-25   5.1290E-26   1.2549E-26   5.5657E-26
  25.8673   1.9863E-25   5.1068E-26   1.2640E-26   5.5794E-26
  25.9854   1.9845E-25   5.0862E-26   1.2737E-26   5.5931E-26
  26.1040   1.9830E-25   5.0670E-26   1.2841E-26   5.6065E-26
  26.2232   1.9825E-25   5.0489E-26   1.2949E-26   5.6198E-26
  26.3429   1.9826E-25   5.0317E-26   1.3061E-26   5.6329E-26
  26.4631   1.9831E-25   5.0151E-26   1.3177E-26   5.6458E-26
  26.5839   1.9842E-25   4.9991E-26   1.3295E-26   5.6584E-26
  26.7053   1.9861E-25   4.9834E-26   1.3417E-26   5.6708E-26
  26.8272   1.9878E-25   4.9681E-26   1.3540E-26   5.6829E-26
  26.9497   1.9900E-25   4.9529E-26   1.3665E-26   5.6947E-26
  27.0727   1.9922E-25   4.9378E-26   1.3792E-26   5.7063E-26
  27.1963   1.9970E-25   4.9228E-26   1.3920E-26   5.7175E-26
  27.3204   1.9993E-25   4.9077E-26   1.4048E-26   5.7284E-26
  27.4451   2.0029E-25   4.8925E-26   1.4178E-26   5.7390E-26
  27.5704   2.0054E-25   4.8772E-26   1.4307E-26   5.7493E-26
  27.6963   2.0082E-25   4.8617E-26   1.4437E-26   5.7592E-26
  27.8227   2.0112E-25   4.8460E-26   1.4567E-26   5.7687E-26
  27.9497   2.0136E-25   4.8300E-26   1.4697E-26   5.7779E-26
  28.0773   2.0159E-25   4.8139E-26   1.4827E-26   5.7867E-26
  28.2055   2.0182E-25   4.7974E-26   1.4956E-26   5.7951E-26
  28.3342   2.0205E-25   4.7807E-26   1.5085E-26   5.8032E-26
  28.4636   2.0235E-25   4.7637E-26   1.5214E-26   5.8108E-26
  28.5935   2.0271E-25   4.7464E-26   1.5342E-26   5.8180E-26
  28.7241   2.0300E-25   4.7288E-26   1.5469E-26   5.8249E-26
  28.8552   2.0317E-25   4.7109E-26   1.5596E-26   5.8313E-26
  28.9869   2.0338E-25   4.6927E-26   1.5722E-26   5.8372E-26
  29.1192   2.0352E-25   4.6741E-26   1.5847E-26   5.8428E-26
  29.2522   2.0368E-25   4.6553E-26   1.5971E-26   5.8479E-26
  29.3857   2.0382E-25   4.6362E-26   1.6095E-26   5.8526E-26
  29.5198   2.0393E-25   4.6169E-26   1.6218E-26   5.8568E-26
  29.6546   2.0402E-25   4.5972E-26   1.6340E-26   5.8605E-26
  29.7900   2.0433E-25   4.5773E-26   1.6462E-26   5.8638E-26
  29.9260   2.0449E-25   4.5571E-26   1.6583E-26   5.8666E-26
  30.0626   2.0455E-25   4.5367E-26   1.6703E-26   5.8691E-26
  30.1998   2.0483E-25   4.5161E-26   1.6822E-26   5.8712E-26
  30.3377   2.0498E-25   4.4953E-26   1.6941E-26   5.8728E-26
  30.4762   2.0512E-25   4.4742E-26   1.7060E-26   5.8738E-26
  30.6153   2.0513E-25   4.4529E-26   1.7177E-26   5.8744E-26
  30.7550   2.0513E-25   4.4314E-26   1.7294E-26   5.8745E-26
  30.8954   2.0512E-25   4.4098E-26   1.7411E-26   5.8741E-26
  31.0365   2.0511E-25   4.3879E-26   1.7527E-26   5.8732E-26
  31.1781   2.0512E-25   4.3659E-26   1.7643E-26   5.8717E-26
  31.3205   2.0509E-25   4.3437E-26   1.7759E-26   5.8698E-26
  31.4635   2.0504E-25   4.3213E-26   1.7874E-26   5.8673E-26
  31.6071   2.0514E-25   4.2988E-26   1.7990E-26   5.8643E-26
  31.7514   2.0510E-25   4.2762E-26   1.8105E-26   5.8608E-26
  31.8963   2.0505E-25   4.2534E-26   1.8220E-26   5.8567E-26
  32.0419   2.0511E-25   4.2305E-26   1.8336E-26   5.8522E-26
  32.1882   2.0504E-25   4.2076E-26   1.8451E-26   5.8471E-26
  32.3351   2.0502E-25   4.1845E-26   1.8566E-26   5.8415E-26
  32.4827   2.0506E-25   4.1613E-26   1.8682E-26   5.8353E-26
  32.6310   2.0498E-25   4.1381E-26   1.8799E-26   5.8287E-26
  32.7800   2.0489E-25   4.1148E-26   1.8915E-26   5.8215E-26
  32.9296   2.0489E-25   4.0914E-26   1.9032E-26   5.8138E-26
  33.0799   2.0489E-25   4.0680E-26   1.9150E-26   5.8056E-26
  33.2309   2.0481E-25   4.0445E-26   1.9268E-26   5.7969E-26
  33.3826   2.0485E-25   4.0210E-26   1.9388E-26   5.7876E-26
  33.5350   2.0476E-25   3.9974E-26   1.9508E-26   5.7778E-26
  33.6881   2.0468E-25   3.9738E-26   1.9628E-26   5.7674E-26
  33.8419   2.0461E-25   3.9501E-26   1.9750E-26   5.7565E-26
  33.9964   2.0453E-25   3.9264E-26   1.9872E-26   5.7451E-26
  34.1516   2.0445E-25   3.9027E-26   1.9996E-26   5.7332E-26
  34.3075   2.0437E-25   3.8790E-26   2.0121E-26   5.7207E-26
  34.4641   2.0431E-25   3.8553E-26   2.0247E-26   5.7078E-26
  34.6214   2.0438E-25   3.8316E-26   2.0375E-26   5.6944E-26
  34.7795   2.0456E-25   3.8079E-26   2.0504E-26   5.6805E-26
  34.9382   2.0474E-25   3.7842E-26   2.0635E-26   5.6661E-26
  35.0977   2.0485E-25   3.7605E-26   2.0767E-26   5.6513E-26
  35.2580   2.0489E-25   3.7368E-26   2.0901E-26   5.6359E-26
  35.4189   2.0482E-25   3.7131E-26   2.1036E-26   5.6201E-26
  35.5806   2.0475E-25   3.6895E-26   2.1173E-26   5.6039E-26
  35.7430   2.0470E-25   3.6659E-26   2.1313E-26   5.5872E-26
  35.9062   2.0468E-25   3.6424E-26   2.1454E-26   5.5700E-26
  36.0701   2.0464E-25   3.6188E-26   2.1597E-26   5.5525E-26
  36.2348   2.0459E-25   3.5953E-26   2.1742E-26   5.5344E-26
  36.4002   2.0456E-25   3.5719E-26   2.1889E-26   5.5160E-26
  36.5663   2.0459E-25   3.5485E-26   2.2039E-26   5.4971E-26
  36.7333   2.0455E-25   3.5251E-26   2.2190E-26   5.4779E-26
  36.9009   2.0454E-25   3.5018E-26   2.2344E-26   5.4582E-26
  37.0694   2.0452E-25   3.4785E-26   2.2501E-26   5.4381E-26
  37.2386   2.0466E-25   3.4553E-26   2.2661E-26   5.4177E-26
  37.4086   2.0464E-25   3.4321E-26   2.2822E-26   5.3968E-26
  37.5794   2.0472E-25   3.4090E-26   2.2987E-26   5.3756E-26
  37.7509   2.0471E-25   3.3859E-26   2.3154E-26   5.3541E-26
  37.9233   2.0473E-25   3.3630E-26   2.3324E-26   5.3322E-26
  38.0964   2.0473E-25   3.3400E-26   2.3497E-26   5.3100E-26
  38.2703   2.0473E-25   3.3172E-26   2.3673E-26   5.2875E-26
  38.4450   2.0474E-25   3.2944E-26   2.3852E-26   5.2646E-26
  38.6205   2.0490E-25   3.2716E-26   2.4034E-26   5.2414E-26
  38.7968   2.0499E-25   3.2490E-26   2.4220E-26   5.2179E-26
  38.9739   2.0500E-25   3.2264E-26   2.4408E-26   5.1940E-26
  39.1518   2.0502E-25   3.2038E-26   2.4600E-26   5.1699E-26
  39.3305   2.0504E-25   3.1814E-26   2.4795E-26   5.1455E-26
  39.5101   2.0508E-25   3.1590E-26   2.4994E-26   5.1208E-26
  39.6904   2.0512E-25   3.1367E-26   2.5196E-26   5.0959E-26
  39.8716   2.0517E-25   3.1144E-26   2.5402E-26   5.0707E-26
  40.0536   2.0531E-25   3.0923E-26   2.5611E-26   5.0452E-26
  40.2365   2.0539E-25   3.0702E-26   2.5825E-26   5.0195E-26
  40.4202   2.0572E-25   3.0481E-26   2.6042E-26   4.9936E-26
  40.6047   2.0578E-25   3.0262E-26   2.6263E-26   4.9674E-26
  40.7900   2.0607E-25   3.0043E-26   2.6488E-26   4.9410E-26
  40.9762   2.0637E-25   2.9825E-26   2.6717E-26   4.9144E-26
  41.1633   2.0642E-25   2.9608E-26   2.6950E-26   4.8877E-26
  41.3512   2.0646E-25   2.9392E-26   2.7187E-26   4.8607E-26
  41.5400   2.0651E-25   2.9176E-26   2.7428E-26   4.8334E-26
  41.7296   2.0656E-25   2.8962E-26   2.7673E-26   4.8060E-26
  41.9201   2.0663E-25   2.8748E-26   2.7923E-26   4.7785E-26
  42.1115   2.0672E-25   2.8534E-26   2.8177E-26   4.7508E-26
  42.3037   2.0677E-25   2.8322E-26   2.8436E-26   4.7229E-26
  42.4968   2.0683E-25   2.8111E-26   2.8699E-26   4.6949E-26
  42.6908   2.0688E-25   2.7900E-26   2.8967E-26   4.6668E-26
  42.8857   2.0703E-25   2.7691E-26   2.9240E-26   4.6385E-26
  43.0815   2.0711E-25   2.7482E-26   2.9517E-26   4.6101E-26
  43.2781   2.0716E-25   2.7274E-26   2.9799E-26   4.5817E-26
  43.4757   2.0731E-25   2.7067E-26   3.0087E-26   4.5531E-26
  43.6742   2.0746E-25   2.6861E-26   3.0379E-26   4.5244E-26
  43.8735   2.0763E-25   2.6656E-26   3.0676E-26   4.4957E-26
  44.0738   2.0772E-25   2.6452E-26   3.0979E-26   4.4669E-26
  44.2750   2.0778E-25   2.6249E-26   3.1287E-26   4.4380E-26
  44.4771   2.0785E-25   2.6047E-26   3.1600E-26   4.4090E-26
  44.6802   2.0790E-25   2.5845E-26   3.1918E-26   4.3800E-26
  44.8841   2.0794E-25   2.5645E-26   3.2241E-26   4.3510E-26
  45.0890   2.0797E-25   2.5446E-26   3.2570E-26   4.3219E-26
  45.2948   2.0801E-25   2.5248E-26   3.2905E-26   4.2927E-26
  45.5016   2.0805E-25   2.5050E-26   3.3246E-26   4.2636E-26
  45.7093   2.0812E-25   2.4854E-26   3.3592E-26   4.2344E-26
  45.9180   2.0815E-25   2.4659E-26   3.3944E-26   4.2053E-26
  46.1276   2.0832E-25   2.4465E-26   3.4301E-26   4.1761E-26
  46.3382   2.0843E-25   2.4272E-26   3.4665E-26   4.1469E-26
  46.5497   2.0845E-25   2.4079E-26   3.5034E-26   4.1177E-26
  46.7622   2.0847E-25   2.3888E-26   3.5410E-26   4.0885E-26
  46.9757   2.0852E-25   2.3698E-26   3.5791E-26   4.0594E-26
  47.1901   2.0873E-25   2.3509E-26   3.6179E-26   4.0302E-26
  47.4055   2.0917E-25   2.3321E-26   3.6573E-26   4.0011E-26
  47.6219   2.0917E-25   2.3134E-26   3.6973E-26   3.9720E-26
  47.8393   2.0916E-25   2.2948E-26   3.7379E-26   3.9430E-26
  48.0577   2.0915E-25   2.2763E-26   3.7792E-26   3.9140E-26
  48.2771   2.0920E-25   2.2579E-26   3.8211E-26   3.8850E-26
  48.4975   2.0921E-25   2.2396E-26   3.8636E-26   3.8561E-26
  48.7189   2.0935E-25   2.2214E-26   3.9068E-26   3.8272E-26
  48.9413   2.0933E-25   2.2033E-26   3.9507E-26   3.7984E-26
  49.1647   2.0929E-25   2.1854E-26   3.9951E-26   3.7697E-26
  49.3891   2.0926E-25   2.1675E-26   4.0403E-26   3.7410E-26
  49.6146   2.0928E-25   2.1498E-26   4.0861E-26   3.7124E-26
  49.8411   2.0923E-25   2.1321E-26   4.1326E-26   3.6839E-26
  50.0686   2.0920E-25   2.1146E-26   4.1797E-26   3.6555E-26
  50.2972   2.0915E-25   2.0972E-26   4.2276E-26   3.6272E-26
  50.5268   2.0911E-25   2.0799E-26   4.2763E-26   3.5990E-26
  50.7574   2.0904E-25   2.0627E-26   4.3255E-26   3.5710E-26
  50.9891   2.0904E-25   2.0457E-26   4.3755E-26   3.5430E-26
  51.2219   2.0925E-25   2.0287E-26   4.4262E-26   3.5151E-26
  51.4557   2.0916E-25   2.0119E-26   4.4776E-26   3.4873E-26
  51.6906   2.0910E-25   1.9952E-26   4.5297E-26   3.4597E-26
  51.9266   2.0911E-25   1.9786E-26   4.5825E-26   3.4321E-26
  52.1636   2.0901E-25   1.9620E-26   4.6360E-26   3.4047E-26
  52.4017   2.0893E-25   1.9456E-26   4.6901E-26   3.3774E-26
  52.6409   2.0881E-25   1.9294E-26   4.7450E-26   3.3502E-26
  52.8813   2.0869E-25   1.9132E-26   4.8006E-26   3.3231E-26
  53.1227   2.0856E-25   1.8971E-26   4.8569E-26   3.2961E-26
  53.3652   2.0843E-25   1.8811E-26   4.9139E-26   3.2693E-26
  53.6088   2.0837E-25   1.8653E-26   4.9716E-26   3.2426E-26
  53.8535   2.0823E-25   1.8496E-26   5.0300E-26   3.2160E-26
  54.0993   2.0811E-25   1.8339E-26   5.0891E-26   3.1895E-26
  54.3463   2.0807E-25   1.8184E-26   5.1489E-26   3.1632E-26
  54.5944   2.0803E-25   1.8030E-26   5.2094E-26   3.1370E-26
  54.8436   2.0785E-25   1.7876E-26   5.2706E-26   3.1110E-26
  55.0940   2.0767E-25   1.7724E-26   5.3325E-26   3.0850E-26
  55.3455   2.0751E-25   1.7573E-26   5.3951E-26   3.0593E-26
  55.5981   2.0758E-25   1.7424E-26   5.4584E-26   3.0336E-26
  55.8519   2.0737E-25   1.7275E-26   5.5223E-26   3.0082E-26
  56.1069   2.0717E-25   1.7127E-26   5.5869E-26   2.9828E-26
  56.3630   2.0707E-25   1.6980E-26   5.6523E-26   2.9576E-26
  56.6203   2.0684E-25   1.6835E-26   5.7183E-26   2.9326E-26
  56.8788   2.0666E-25   1.6690E-26   5.7850E-26   2.9077E-26
  57.1384   2.0641E-25   1.6547E-26   5.8523E-26   2.8829E-26
  57.3993   2.0621E-25   1.6404E-26   5.9203E-26   2.8584E-26
  57.6613   2.0595E-25   1.6263E-26   5.9889E-26   2.8339E-26
  57.9245   2.0569E-25   1.6123E-26   6.0582E-26   2.8096E-26
  58.1889   2.0542E-25   1.5984E-26   6.1281E-26   2.7855E-26
  58.4546   2.0516E-25   1.5846E-26   6.1987E-26   2.7615E-26
  58.7214   2.0487E-25   1.5709E-26   6.2699E-26   2.7377E-26
  58.9895   2.0458E-25   1.5572E-26   6.3417E-26   2.7140E-26
  59.2587   2.0446E-25   1.5437E-26   6.4141E-26   2.6905E-26
  59.5293   2.0447E-25   1.5303E-26   6.4871E-26   2.6672E-26
  59.8010   2.0428E-25   1.5170E-26   6.5607E-26   2.6440E-26
  60.0740   2.0395E-25   1.5038E-26   6.6349E-26   2.6209E-26
  60.3482   2.0371E-25   1.4908E-26   6.7096E-26   2.5981E-26
  60.6237   2.0360E-25   1.4778E-26   6.7849E-26   2.5753E-26
  60.9005   2.0326E-25   1.4649E-26   6.8608E-26   2.5528E-26
  61.1785   2.0290E-25   1.4521E-26   6.9371E-26   2.5304E-26
  61.4578   2.0265E-25   1.4394E-26   7.0140E-26   2.5081E-26
  61.7383   2.0228E-25   1.4268E-26   7.0914E-26   2.4860E-26
  62.0201   2.0192E-25   1.4143E-26   7.1693E-26   2.4641E-26
  62.3033   2.0153E-25   1.4019E-26   7.2477E-26   2.4423E-26
  62.5877   2.0113E-25   1.3896E-26   7.3265E-26   2.4207E-26
  62.8734   2.0073E-25   1.3775E-26   7.4059E-26   2.3993E-26
  63.1604   2.0032E-25   1.3654E-26   7.4856E-26   2.3780E-26
  63.4487   1.9991E-25   1.3534E-26   7.5658E-26   2.3569E-26
