#
# Draine & Li IR Dust Emission
# "small" graphitic/PAH grains (a<250A)
#
# lambda - wavelength in microns
# PAHs - PAH IR emission per H column (erg s^-1 H^-1)
# sigPAHs - PAH exinction cross section
# smGra - small graphitic grain IR emission per H column (erg s^-1 H^-1)
# sigGra - small graphitic grain exinction cross section
# 
lambda      PAHs         sigPAHs      smGra        sigGra    
1739.6031   5.2925E-30   2.1488E-29   1.1002E-29   3.3171E-29
1747.5444   5.1837E-30   2.1298E-29   1.0775E-29   3.2871E-29
1755.5219   5.0772E-30   2.1110E-29   1.0551E-29   3.2574E-29
1763.5358   4.9729E-30   2.0923E-29   1.0333E-29   3.2279E-29
1771.5862   4.8708E-30   2.0738E-29   1.0119E-29   3.1987E-29
1779.6735   4.7707E-30   2.0555E-29   9.9093E-30   3.1698E-29
1787.7976   4.6727E-30   2.0374E-29   9.7041E-30   3.1411E-29
1795.9589   4.5767E-30   2.0194E-29   9.5032E-30   3.1127E-29
1804.1574   4.4827E-30   2.0015E-29   9.3065E-30   3.0846E-29
1812.3933   4.3907E-30   1.9839E-29   9.1139E-30   3.0567E-29
1820.6668   4.3005E-30   1.9663E-29   8.9252E-30   3.0290E-29
1828.9781   4.2122E-30   1.9490E-29   8.7406E-30   3.0016E-29
1837.3273   4.1258E-30   1.9318E-29   8.5597E-30   2.9745E-29
1845.7147   4.0411E-30   1.9147E-29   8.3827E-30   2.9476E-29
1854.1403   3.9581E-30   1.8978E-29   8.2093E-30   2.9209E-29
1862.6044   3.8769E-30   1.8810E-29   8.0395E-30   2.8945E-29
1871.1071   3.7974E-30   1.8644E-29   7.8733E-30   2.8683E-29
1879.6487   3.7194E-30   1.8480E-29   7.7105E-30   2.8424E-29
1888.2292   3.6431E-30   1.8317E-29   7.5511E-30   2.8167E-29
1896.8489   3.5684E-30   1.8155E-29   7.3950E-30   2.7912E-29
1905.5080   3.4952E-30   1.7995E-29   7.2422E-30   2.7659E-29
1914.2065   3.4235E-30   1.7836E-29   7.0926E-30   2.7409E-29
1922.9448   3.3533E-30   1.7678E-29   6.9460E-30   2.7161E-29
1931.7230   3.2846E-30   1.7522E-29   6.8026E-30   2.6915E-29
1940.5413   3.2173E-30   1.7368E-29   6.6621E-30   2.6672E-29
1949.3998   3.1513E-30   1.7214E-29   6.5245E-30   2.6431E-29
1958.2987   3.0867E-30   1.7062E-29   6.3898E-30   2.6191E-29
1967.2383   3.0235E-30   1.6912E-29   6.2579E-30   2.5954E-29
1976.2187   2.9615E-30   1.6762E-29   6.1287E-30   2.5720E-29
1985.2401   2.9009E-30   1.6614E-29   6.0023E-30   2.5487E-29
1994.3026   2.8414E-30   1.6468E-29   5.8784E-30   2.5256E-29
2003.4065   2.7833E-30   1.6323E-29   5.7571E-30   2.5028E-29
2012.5520   2.7263E-30   1.6179E-29   5.6384E-30   2.4801E-29
2021.7393   2.6704E-30   1.6036E-29   5.5221E-30   2.4577E-29
2030.9684   2.6158E-30   1.5894E-29   5.4083E-30   2.4355E-29
2040.2398   2.5622E-30   1.5754E-29   5.2968E-30   2.4134E-29
2049.5534   2.5098E-30   1.5615E-29   5.1876E-30   2.3916E-29
2058.9095   2.4585E-30   1.5477E-29   5.0807E-30   2.3699E-29
2068.3084   2.4082E-30   1.5341E-29   4.9760E-30   2.3485E-29
2077.7502   2.3589E-30   1.5206E-29   4.8735E-30   2.3272E-29
2087.2350   2.3107E-30   1.5071E-29   4.7732E-30   2.3062E-29
2096.7632   2.2634E-30   1.4938E-29   4.6749E-30   2.2853E-29
2106.3348   2.2171E-30   1.4807E-29   4.5786E-30   2.2646E-29
2115.9502   2.1718E-30   1.4676E-29   4.4844E-30   2.2441E-29
2125.6094   2.1274E-30   1.4547E-29   4.3921E-30   2.2238E-29
2135.3128   2.0840E-30   1.4418E-29   4.3017E-30   2.2037E-29
2145.0604   2.0414E-30   1.4291E-29   4.2132E-30   2.1838E-29
2154.8525   1.9997E-30   1.4165E-29   4.1266E-30   2.1640E-29
2164.6894   1.9589E-30   1.4041E-29   4.0417E-30   2.1444E-29
2174.5711   1.9189E-30   1.3917E-29   3.9586E-30   2.1250E-29
2184.4980   1.8797E-30   1.3794E-29   3.8773E-30   2.1058E-29
2194.4701   1.8413E-30   1.3672E-29   3.7976E-30   2.0867E-29
2204.4878   1.8037E-30   1.3552E-29   3.7196E-30   2.0678E-29
2214.5512   1.7669E-30   1.3433E-29   3.6432E-30   2.0491E-29
2224.6606   1.7309E-30   1.3314E-29   3.5683E-30   2.0306E-29
2234.8161   1.6956E-30   1.3197E-29   3.4951E-30   2.0122E-29
2245.0180   1.6610E-30   1.3081E-29   3.4233E-30   1.9940E-29
2255.2664   1.6271E-30   1.2965E-29   3.3531E-30   1.9759E-29
2265.5616   1.5940E-30   1.2851E-29   3.2843E-30   1.9580E-29
2275.9038   1.5615E-30   1.2738E-29   3.2169E-30   1.9403E-29
2286.2933   1.5297E-30   1.2626E-29   3.1509E-30   1.9228E-29
2296.7301   1.4985E-30   1.2515E-29   3.0863E-30   1.9053E-29
2307.2146   1.4680E-30   1.2404E-29   3.0230E-30   1.8881E-29
2317.7470   1.4381E-30   1.2295E-29   2.9611E-30   1.8710E-29
2328.3274   1.4088E-30   1.2187E-29   2.9004E-30   1.8541E-29
2338.9562   1.3801E-30   1.2080E-29   2.8410E-30   1.8373E-29
2349.6334   1.3521E-30   1.1973E-29   2.7828E-30   1.8207E-29
2360.3594   1.3245E-30   1.1868E-29   2.7258E-30   1.8042E-29
2371.1344   1.2976E-30   1.1763E-29   2.6700E-30   1.7878E-29
2381.9586   1.2712E-30   1.1660E-29   2.6153E-30   1.7717E-29
2392.8321   1.2454E-30   1.1557E-29   2.5618E-30   1.7556E-29
2403.7553   1.2200E-30   1.1455E-29   2.5094E-30   1.7397E-29
2414.7284   1.1952E-30   1.1355E-29   2.4581E-30   1.7240E-29
2425.7516   1.1710E-30   1.1255E-29   2.4078E-30   1.7084E-29
2436.8250   1.1472E-30   1.1156E-29   2.3586E-30   1.6929E-29
2447.9491   1.1239E-30   1.1058E-29   2.3104E-30   1.6776E-29
2459.1239   1.1010E-30   1.0960E-29   2.2632E-30   1.6624E-29
2470.3497   1.0787E-30   1.0864E-29   2.2169E-30   1.6473E-29
2481.6268   1.0568E-30   1.0768E-29   2.1716E-30   1.6324E-29
2492.9553   1.0353E-30   1.0674E-29   2.1273E-30   1.6176E-29
2504.3356   1.0143E-30   1.0580E-29   2.0839E-30   1.6030E-29
2515.7678   9.9376E-31   1.0487E-29   2.0413E-30   1.5885E-29
2527.2522   9.7361E-31   1.0394E-29   1.9997E-30   1.5741E-29
2538.7890   9.5387E-31   1.0303E-29   1.9589E-30   1.5598E-29
2550.3785   9.3453E-31   1.0213E-29   1.9189E-30   1.5457E-29
2562.0209   9.1559E-31   1.0123E-29   1.8798E-30   1.5317E-29
2573.7165   8.9704E-31   1.0034E-29   1.8415E-30   1.5179E-29
2585.4654   8.7887E-31   9.9456E-30   1.8040E-30   1.5041E-29
2597.2680   8.6107E-31   9.8582E-30   1.7672E-30   1.4905E-29
2609.1244   8.4364E-31   9.7716E-30   1.7312E-30   1.4770E-29
2621.0350   8.2656E-31   9.6858E-30   1.6960E-30   1.4636E-29
2632.9999   8.0983E-31   9.6007E-30   1.6614E-30   1.4504E-29
2645.0195   7.9345E-31   9.5163E-30   1.6276E-30   1.4372E-29
2657.0939   7.7740E-31   9.4328E-30   1.5945E-30   1.4242E-29
2669.2235   7.6168E-31   9.3499E-30   1.5621E-30   1.4113E-29
2681.4084   7.4628E-31   9.2678E-30   1.5303E-30   1.3985E-29
2693.6489   7.3119E-31   9.1864E-30   1.4992E-30   1.3859E-29
2705.9453   7.1642E-31   9.1058E-30   1.4687E-30   1.3733E-29
2718.2979   7.0194E-31   9.0258E-30   1.4389E-30   1.3609E-29
2730.7068   6.8777E-31   8.9466E-30   1.4096E-30   1.3486E-29
2743.1724   6.7388E-31   8.8681E-30   1.3810E-30   1.3363E-29
2755.6949   6.6027E-31   8.7903E-30   1.3530E-30   1.3242E-29
2768.2746   6.4695E-31   8.7131E-30   1.3255E-30   1.3123E-29
2780.9117   6.3389E-31   8.6367E-30   1.2986E-30   1.3004E-29
2793.6065   6.2110E-31   8.5609E-30   1.2722E-30   1.2886E-29
2806.3592   6.0858E-31   8.4858E-30   1.2464E-30   1.2769E-29
2819.1701   5.9631E-31   8.4114E-30   1.2212E-30   1.2654E-29
2832.0395   5.8429E-31   8.3376E-30   1.1964E-30   1.2539E-29
2844.9677   5.7251E-31   8.2645E-30   1.1721E-30   1.2425E-29
2857.9549   5.6098E-31   8.1920E-30   1.1484E-30   1.2313E-29
2871.0014   5.4968E-31   8.1202E-30   1.1251E-30   1.2201E-29
2884.1074   5.3861E-31   8.0490E-30   1.1024E-30   1.2091E-29
2897.2733   5.2777E-31   7.9784E-30   1.0800E-30   1.1981E-29
2910.4992   5.1714E-31   7.9085E-30   1.0582E-30   1.1873E-29
2923.7856   5.0674E-31   7.8392E-30   1.0368E-30   1.1765E-29
2937.1326   4.9654E-31   7.7705E-30   1.0158E-30   1.1659E-29
2950.5405   4.8656E-31   7.7024E-30   9.9524E-31   1.1553E-29
2964.0096   4.7677E-31   7.6349E-30   9.7512E-31   1.1448E-29
2977.5402   4.6719E-31   7.5680E-30   9.5541E-31   1.1345E-29
2991.1326   4.5780E-31   7.5017E-30   9.3611E-31   1.1242E-29
3004.7870   4.4860E-31   7.4360E-30   9.1719E-31   1.1140E-29
3018.5038   4.3959E-31   7.3709E-30   8.9867E-31   1.1039E-29
3032.2831   4.3077E-31   7.3064E-30   8.8053E-31   1.0939E-29
3046.1254   4.2212E-31   7.2424E-30   8.6275E-31   1.0840E-29
3060.0309   4.1365E-31   7.1790E-30   8.4534E-31   1.0742E-29
3073.9998   4.0535E-31   7.1162E-30   8.2829E-31   1.0645E-29
3088.0325   3.9722E-31   7.0539E-30   8.1158E-31   1.0548E-29
3102.1293   3.8925E-31   6.9921E-30   7.9522E-31   1.0453E-29
3116.2904   3.8145E-31   6.9309E-30   7.7919E-31   1.0358E-29
3130.5162   3.7380E-31   6.8703E-30   7.6349E-31   1.0264E-29
3144.8069   3.6631E-31   6.8102E-30   7.4811E-31   1.0171E-29
3159.1629   3.5897E-31   6.7506E-30   7.3304E-31   1.0079E-29
3173.5843   3.5178E-31   6.6916E-30   7.1828E-31   9.9878E-30
3188.0717   3.4474E-31   6.6331E-30   7.0383E-31   9.8973E-30
3202.6251   3.3784E-31   6.5751E-30   6.8966E-31   9.8077E-30
3217.2450   3.3108E-31   6.5176E-30   6.7579E-31   9.7188E-30
3231.9316   3.2446E-31   6.4606E-30   6.6220E-31   9.6308E-30
3246.6853   3.1797E-31   6.4041E-30   6.4888E-31   9.5436E-30
3261.5063   3.1161E-31   6.3481E-30   6.3584E-31   9.4571E-30
3276.3950   3.0538E-31   6.2926E-30   6.2306E-31   9.3714E-30
3291.3516   2.9928E-31   6.2376E-30   6.1055E-31   9.2865E-30
3306.3765   2.9330E-31   6.1831E-30   5.9828E-31   9.2024E-30
3321.4700   2.8744E-31   6.1291E-30   5.8627E-31   9.1190E-30
3336.6324   2.8170E-31   6.0756E-30   5.7451E-31   9.0364E-30
3351.8641   2.7608E-31   6.0225E-30   5.6298E-31   8.9546E-30
3367.1652   2.7057E-31   5.9699E-30   5.5168E-31   8.8734E-30
3382.5362   2.6517E-31   5.9178E-30   5.4062E-31   8.7930E-30
3397.9774   2.5988E-31   5.8661E-30   5.2978E-31   8.7134E-30
3413.4890   2.5470E-31   5.8149E-30   5.1916E-31   8.6344E-30
3429.0715   2.4962E-31   5.7641E-30   5.0876E-31   8.5562E-30
3444.7251   2.4465E-31   5.7138E-30   4.9857E-31   8.4787E-30
3460.4502   2.3977E-31   5.6639E-30   4.8858E-31   8.4019E-30
3476.2470   2.3499E-31   5.6145E-30   4.7880E-31   8.3258E-30
3492.1160   2.3031E-31   5.5655E-30   4.6922E-31   8.2503E-30
3508.0574   2.2573E-31   5.5170E-30   4.5983E-31   8.1756E-30
3524.0716   2.2124E-31   5.4688E-30   4.5063E-31   8.1015E-30
3540.1588   2.1683E-31   5.4211E-30   4.4162E-31   8.0281E-30
3556.3195   2.1252E-31   5.3738E-30   4.3279E-31   7.9554E-30
3572.5540   2.0830E-31   5.3270E-30   4.2414E-31   7.8833E-30
3588.8626   2.0415E-31   5.2805E-30   4.1567E-31   7.8119E-30
3605.2457   2.0010E-31   5.2345E-30   4.0736E-31   7.7411E-30
3621.7035   1.9612E-31   5.1888E-30   3.9923E-31   7.6710E-30
3638.2365   1.9222E-31   5.1436E-30   3.9126E-31   7.6014E-30
3654.8449   1.8841E-31   5.0988E-30   3.8345E-31   7.5326E-30
3671.5292   1.8467E-31   5.0543E-30   3.7580E-31   7.4643E-30
3688.2896   1.8100E-31   5.0103E-30   3.6830E-31   7.3967E-30
3705.1265   1.7741E-31   4.9666E-30   3.6096E-31   7.3297E-30
3722.0403   1.7389E-31   4.9234E-30   3.5376E-31   7.2633E-30
3739.0313   1.7044E-31   4.8805E-30   3.4671E-31   7.1974E-30
3756.0998   1.6706E-31   4.8380E-30   3.3981E-31   7.1322E-30
3773.2463   1.6375E-31   4.7958E-30   3.3304E-31   7.0676E-30
3790.4711   1.6050E-31   4.7541E-30   3.2641E-31   7.0036E-30
3807.7745   1.5733E-31   4.7127E-30   3.1991E-31   6.9401E-30
3825.1568   1.5421E-31   4.6716E-30   3.1354E-31   6.8772E-30
3842.6185   1.5116E-31   4.6310E-30   3.0730E-31   6.8149E-30
3860.1600   1.4816E-31   4.5906E-30   3.0119E-31   6.7532E-30
3877.7815   1.4523E-31   4.5507E-30   2.9520E-31   6.6920E-30
3895.4834   1.4236E-31   4.5111E-30   2.8934E-31   6.6313E-30
3913.2662   1.3954E-31   4.4718E-30   2.8359E-31   6.5712E-30
3931.1301   1.3678E-31   4.4329E-30   2.7795E-31   6.5117E-30
3949.0756   1.3408E-31   4.3944E-30   2.7243E-31   6.4527E-30
3967.1030   1.3143E-31   4.3561E-30   2.6702E-31   6.3942E-30
3985.2127   1.2883E-31   4.3182E-30   2.6172E-31   6.3363E-30
4003.4051   1.2629E-31   4.2807E-30   2.5653E-31   6.2789E-30
4021.6805   1.2379E-31   4.2434E-30   2.5144E-31   6.2220E-30
4040.0394   1.2135E-31   4.2065E-30   2.4645E-31   6.1656E-30
4058.4820   1.1896E-31   4.1700E-30   2.4157E-31   6.1097E-30
4077.0089   1.1661E-31   4.1337E-30   2.3678E-31   6.0543E-30
4095.6203   1.1431E-31   4.0978E-30   2.3209E-31   5.9995E-30
4114.3167   1.1205E-31   4.0622E-30   2.2749E-31   5.9451E-30
4133.0984   1.0985E-31   4.0269E-30   2.2298E-31   5.8912E-30
4151.9658   1.0768E-31   3.9919E-30   2.1857E-31   5.8379E-30
4170.9194   1.0556E-31   3.9572E-30   2.1424E-31   5.7850E-30
4189.9596   1.0348E-31   3.9228E-30   2.1000E-31   5.7325E-30
4209.0866   1.0144E-31   3.8887E-30   2.0585E-31   5.6806E-30
4228.3009   9.9445E-32   3.8549E-30   2.0178E-31   5.6291E-30
4247.6030   9.7488E-32   3.8214E-30   1.9779E-31   5.5781E-30
4266.9932   9.5569E-32   3.7883E-30   1.9388E-31   5.5275E-30
4286.4719   9.3689E-32   3.7554E-30   1.9005E-31   5.4775E-30
4306.0395   9.1847E-32   3.7227E-30   1.8629E-31   5.4278E-30
4325.6964   9.0041E-32   3.6904E-30   1.8261E-31   5.3786E-30
4345.4431   8.8271E-32   3.6584E-30   1.7901E-31   5.3299E-30
4365.2799   8.6537E-32   3.6266E-30   1.7547E-31   5.2816E-30
4385.2072   8.4837E-32   3.5951E-30   1.7201E-31   5.2337E-30
4405.2256   8.3170E-32   3.5639E-30   1.6862E-31   5.1863E-30
4425.3353   8.1537E-32   3.5330E-30   1.6529E-31   5.1393E-30
4445.5368   7.9937E-32   3.5023E-30   1.6203E-31   5.0927E-30
4465.8305   7.8368E-32   3.4719E-30   1.5884E-31   5.0466E-30
4486.2169   7.6831E-32   3.4418E-30   1.5571E-31   5.0008E-30
4506.6964   7.5324E-32   3.4120E-30   1.5264E-31   4.9555E-30
4527.2693   7.3847E-32   3.3824E-30   1.4964E-31   4.9106E-30
4547.9361   7.2399E-32   3.3530E-30   1.4669E-31   4.8661E-30
4568.6973   7.0980E-32   3.3239E-30   1.4380E-31   4.8220E-30
4589.5533   6.9589E-32   3.2951E-30   1.4097E-31   4.7783E-30
4610.5044   6.8226E-32   3.2665E-30   1.3820E-31   4.7350E-30
4631.5513   6.6890E-32   3.2382E-30   1.3548E-31   4.6921E-30
4652.6941   6.5581E-32   3.2101E-30   1.3282E-31   4.6495E-30
4673.9335   6.4297E-32   3.1823E-30   1.3021E-31   4.6074E-30
4695.2699   6.3039E-32   3.1547E-30   1.2765E-31   4.5656E-30
4716.7037   6.1806E-32   3.1274E-30   1.2514E-31   4.5243E-30
4738.2353   6.0597E-32   3.1002E-30   1.2268E-31   4.4833E-30
4759.8652   5.9412E-32   3.0734E-30   1.2028E-31   4.4426E-30
4781.5938   5.8251E-32   3.0467E-30   1.1791E-31   4.4024E-30
4803.4216   5.7113E-32   3.0203E-30   1.1560E-31   4.3625E-30
4825.3491   5.5997E-32   2.9942E-30   1.1333E-31   4.3229E-30
4847.3767   5.4903E-32   2.9682E-30   1.1111E-31   4.2838E-30
4869.5048   5.3831E-32   2.9425E-30   1.0893E-31   4.2449E-30
4891.7339   5.2780E-32   2.9170E-30   1.0680E-31   4.2065E-30
4914.0645   5.1750E-32   2.8917E-30   1.0470E-31   4.1683E-30
4936.4971   5.0741E-32   2.8667E-30   1.0265E-31   4.1306E-30
4959.0320   4.9751E-32   2.8418E-30   1.0064E-31   4.0931E-30
4981.6699   4.8781E-32   2.8172E-30   9.8671E-32   4.0560E-30
5004.4110   4.7830E-32   2.7928E-30   9.6740E-32   4.0193E-30
5027.2560   4.6897E-32   2.7686E-30   9.4846E-32   3.9828E-30
5050.2053   4.5983E-32   2.7447E-30   9.2991E-32   3.9467E-30
5073.2593   4.5088E-32   2.7209E-30   9.1172E-32   3.9110E-30
5096.4186   4.4210E-32   2.6973E-30   8.9389E-32   3.8755E-30
5119.6836   4.3349E-32   2.6740E-30   8.7642E-32   3.8404E-30
5143.0548   4.2505E-32   2.6508E-30   8.5929E-32   3.8056E-30
5166.5326   4.1678E-32   2.6279E-30   8.4250E-32   3.7711E-30
5190.1177   4.0867E-32   2.6051E-30   8.2604E-32   3.7369E-30
5213.8104   4.0072E-32   2.5826E-30   8.0991E-32   3.7030E-30
5237.6113   3.9293E-32   2.5602E-30   7.9410E-32   3.6695E-30
5261.5208   3.8529E-32   2.5381E-30   7.7860E-32   3.6362E-30
5285.5395   3.7780E-32   2.5161E-30   7.6341E-32   3.6033E-30
5309.6678   3.7046E-32   2.4943E-30   7.4851E-32   3.5706E-30
5333.9063   3.6326E-32   2.4727E-30   7.3391E-32   3.5382E-30
5358.2554   3.5620E-32   2.4513E-30   7.1961E-32   3.5062E-30
5382.7157   3.4929E-32   2.4301E-30   7.0558E-32   3.4744E-30
5407.2876   3.4251E-32   2.4091E-30   6.9183E-32   3.4429E-30
5431.9717   3.3586E-32   2.3882E-30   6.7835E-32   3.4117E-30
5456.7685   3.2934E-32   2.3676E-30   6.6514E-32   3.3808E-30
5481.6785   3.2295E-32   2.3471E-30   6.5219E-32   3.3501E-30
5506.7022   3.1669E-32   2.3268E-30   6.3949E-32   3.3197E-30
5531.8401   3.1055E-32   2.3067E-30   6.2705E-32   3.2897E-30
5557.0927   3.0453E-32   2.2867E-30   6.1484E-32   3.2598E-30
5582.4607   2.9863E-32   2.2669E-30   6.0289E-32   3.2303E-30
5607.9445   2.9284E-32   2.2473E-30   5.9116E-32   3.2010E-30
5633.5446   2.8717E-32   2.2279E-30   5.7967E-32   3.1720E-30
5659.2615   2.8161E-32   2.2086E-30   5.6840E-32   3.1432E-30
5685.0959   2.7616E-32   2.1895E-30   5.5736E-32   3.1148E-30
5711.0481   2.7081E-32   2.1705E-30   5.4653E-32   3.0865E-30
5737.1189   2.6557E-32   2.1518E-30   5.3591E-32   3.0585E-30
5763.3087   2.6044E-32   2.1332E-30   5.2551E-32   3.0308E-30
5789.6180   2.5540E-32   2.1147E-30   5.1531E-32   3.0033E-30
5816.0474   2.5046E-32   2.0964E-30   5.0531E-32   2.9761E-30
5842.5975   2.4562E-32   2.0783E-30   4.9550E-32   2.9491E-30
5869.2688   2.4087E-32   2.0603E-30   4.8589E-32   2.9224E-30
5896.0618   2.3622E-32   2.0425E-30   4.7647E-32   2.8959E-30
5922.9771   2.3165E-32   2.0248E-30   4.6723E-32   2.8697E-30
5950.0153   2.2718E-32   2.0073E-30   4.5818E-32   2.8437E-30
5977.1770   2.2279E-32   1.9900E-30   4.4930E-32   2.8179E-30
6004.4626   2.1849E-32   1.9727E-30   4.4059E-32   2.7923E-30
6031.8728   2.1428E-32   1.9557E-30   4.3206E-32   2.7670E-30
6059.4081   2.1014E-32   1.9388E-30   4.2369E-32   2.7420E-30
6087.0691   2.0609E-32   1.9220E-30   4.1549E-32   2.7171E-30
6114.8564   2.0211E-32   1.9054E-30   4.0745E-32   2.6925E-30
6142.7705   1.9822E-32   1.8889E-30   3.9957E-32   2.6681E-30
6170.8120   1.9439E-32   1.8726E-30   3.9184E-32   2.6439E-30
6198.9816   1.9065E-32   1.8564E-30   3.8426E-32   2.6199E-30
6227.2798   1.8697E-32   1.8403E-30   3.7683E-32   2.5962E-30
6255.7071   1.8337E-32   1.8244E-30   3.6955E-32   2.5726E-30
6284.2642   1.7984E-32   1.8086E-30   3.6241E-32   2.5493E-30
6312.9517   1.7638E-32   1.7930E-30   3.5540E-32   2.5262E-30
6341.7701   1.7298E-32   1.7775E-30   3.4854E-32   2.5033E-30
6370.7201   1.6965E-32   1.7621E-30   3.4181E-32   2.4806E-30
6399.8022   1.6639E-32   1.7469E-30   3.3521E-32   2.4581E-30
6429.0171   1.6319E-32   1.7318E-30   3.2874E-32   2.4358E-30
6458.3654   1.6005E-32   1.7168E-30   3.2240E-32   2.4138E-30
6487.8476   1.5697E-32   1.7019E-30   3.1618E-32   2.3919E-30
6517.4644   1.5396E-32   1.6872E-30   3.1008E-32   2.3702E-30
6547.2165   1.5100E-32   1.6726E-30   3.0410E-32   2.3487E-30
6577.1043   1.4809E-32   1.6582E-30   2.9824E-32   2.3274E-30
6607.1286   1.4525E-32   1.6438E-30   2.9249E-32   2.3063E-30
6637.2899   1.4246E-32   1.6296E-30   2.8685E-32   2.2854E-30
6667.5889   1.3972E-32   1.6155E-30   2.8133E-32   2.2647E-30
6698.0263   1.3704E-32   1.6015E-30   2.7591E-32   2.2442E-30
6728.6025   1.3441E-32   1.5877E-30   2.7059E-32   2.2238E-30
6759.3184   1.3183E-32   1.5739E-30   2.6539E-32   2.2037E-30
6790.1745   1.2930E-32   1.5603E-30   2.6028E-32   2.1837E-30
6821.1714   1.2682E-32   1.5468E-30   2.5527E-32   2.1639E-30
6852.3098   1.2439E-32   1.5334E-30   2.5036E-32   2.1443E-30
6883.5904   1.2201E-32   1.5202E-30   2.4554E-32   2.1248E-30
6915.0138   1.1967E-32   1.5070E-30   2.4082E-32   2.1056E-30
6946.5806   1.1737E-32   1.4940E-30   2.3619E-32   2.0865E-30
6978.2915   1.1513E-32   1.4811E-30   2.3165E-32   2.0676E-30
7010.1472   1.1292E-32   1.4682E-30   2.2720E-32   2.0488E-30
7042.1483   1.1076E-32   1.4555E-30   2.2284E-32   2.0303E-30
7074.2955   1.0864E-32   1.4429E-30   2.1856E-32   2.0119E-30
7106.5894   1.0656E-32   1.4305E-30   2.1436E-32   1.9936E-30
7139.0308   1.0452E-32   1.4181E-30   2.1025E-32   1.9755E-30
7171.6202   1.0252E-32   1.4058E-30   2.0621E-32   1.9576E-30
7204.3585   1.0056E-32   1.3936E-30   2.0225E-32   1.9399E-30
7237.2461   9.8633E-33   1.3816E-30   1.9837E-32   1.9223E-30
7270.2839   9.6747E-33   1.3696E-30   1.9457E-32   1.9049E-30
7303.4726   9.4897E-33   1.3578E-30   1.9084E-32   1.8876E-30
7336.8127   9.3083E-33   1.3460E-30   1.8718E-32   1.8705E-30
7370.3050   9.1304E-33   1.3344E-30   1.8359E-32   1.8535E-30
7403.9502   8.9560E-33   1.3228E-30   1.8007E-32   1.8367E-30
7437.7490   8.7849E-33   1.3114E-30   1.7662E-32   1.8201E-30
7471.7021   8.6171E-33   1.3000E-30   1.7324E-32   1.8036E-30
7505.8102   8.4526E-33   1.2887E-30   1.6992E-32   1.7872E-30
7540.0740   8.2912E-33   1.2776E-30   1.6667E-32   1.7710E-30
7574.4942   8.1329E-33   1.2665E-30   1.6348E-32   1.7550E-30
7609.0715   7.9777E-33   1.2555E-30   1.6035E-32   1.7391E-30
7643.8067   7.8255E-33   1.2447E-30   1.5728E-32   1.7233E-30
7678.7004   7.6763E-33   1.2339E-30   1.5427E-32   1.7077E-30
7713.7534   7.5299E-33   1.2232E-30   1.5132E-32   1.6922E-30
7748.9665   7.3863E-33   1.2126E-30   1.4843E-32   1.6769E-30
7784.3403   7.2455E-33   1.2021E-30   1.4559E-32   1.6617E-30
7819.8755   7.1074E-33   1.1917E-30   1.4281E-32   1.6466E-30
7855.5730   6.9719E-33   1.1814E-30   1.4008E-32   1.6317E-30
7891.4335   6.8391E-33   1.1711E-30   1.3740E-32   1.6169E-30
7927.4576   6.7088E-33   1.1610E-30   1.3478E-32   1.6022E-30
7963.6462   6.5811E-33   1.1509E-30   1.3221E-32   1.5877E-30
8000.0000   6.4558E-33   1.1409E-30   1.2968E-32   1.5733E-30
